MeSH Disease ID	MeSH Disease Term	MeSH Symptom ID	MeSH Symptom Term	TFIDF score	PubMed occurrence
D003922	Diabetes Mellitus, Type 1	D006312	Hearing Loss, Bilateral	4.423577042085199	2
D003922	Diabetes Mellitus, Type 1	D006316	Hearing Loss, High-Frequency	18.633638382388177	6
D003922	Diabetes Mellitus, Type 1	D006317	Hearing Loss, Noise-Induced	3.1940618176265603	1
D003922	Diabetes Mellitus, Type 1	D006319	Hearing Loss, Sensorineural	32.80110823253596	27
D003922	Diabetes Mellitus, Type 1	D003639	Hearing Loss, Sudden	2.5853020293441618	1
D003922	Diabetes Mellitus, Type 1	D006396	Hematemesis	2.0858617278032967	1
D003922	Diabetes Mellitus, Type 1	D006423	Hemianopsia	2.082052199386629	1
D003922	Diabetes Mellitus, Type 1	D019569	Hemifacial Spasm	3.2414079382237584	1
D003922	Diabetes Mellitus, Type 1	D006429	Hemiplegia	22.008750169164273	17
D003922	Diabetes Mellitus, Type 1	D006456	Hemoglobinuria	20.184651249691104	7
D003922	Diabetes Mellitus, Type 1	D006469	Hemoptysis	3.394148727073833	2
D003922	Diabetes Mellitus, Type 1	D006628	Hirsutism	12.418611182631205	5
D003922	Diabetes Mellitus, Type 1	D006930	Hyperalgesia	16.75877054485588	7
D003922	Diabetes Mellitus, Type 1	D053565	Hypercalciuria	3.702962512982966	1
D003922	Diabetes Mellitus, Type 1	D006935	Hypercapnia	8.443935287682537	4
D003922	Diabetes Mellitus, Type 1	D006939	Hyperemesis Gravidarum	5.750165476905727	2
D003922	Diabetes Mellitus, Type 1	D006941	Hyperesthesia	5.389728463711376	2
D003922	Diabetes Mellitus, Type 1	D006942	Hypergammaglobulinemia	25.186877455604034	15
D003922	Diabetes Mellitus, Type 1	D018496	Hyperoxia	8.847572131819756	3
D003922	Diabetes Mellitus, Type 1	D006963	Hyperphagia	33.590457921211694	14
D003922	Diabetes Mellitus, Type 1	D006985	Hyperventilation	16.84104117335339	8
D003922	Diabetes Mellitus, Type 1	D006987	Hypesthesia	3.443922088232765	2
D003922	Diabetes Mellitus, Type 1	D016857	Hypocapnia	3.3706196697037645	1
D003922	Diabetes Mellitus, Type 1	D007035	Hypothermia	3.8908724307943054	2
D003922	Diabetes Mellitus, Type 1	D007383	Intermittent Claudication	26.61963842476552	12
D003922	Diabetes Mellitus, Type 1	D007565	Jaundice	1.4547117709522501	1
D003922	Diabetes Mellitus, Type 1	D007806	Language Disorders	1.077736662516169	1
D003922	Diabetes Mellitus, Type 1	D007859	Learning Disorders	26.029685659368702	15
D003922	Diabetes Mellitus, Type 1	D008569	Memory Disorders	17.615971291966797	12
D003922	Diabetes Mellitus, Type 1	D008607	Mental Retardation	26.257953838108715	29
D003922	Diabetes Mellitus, Type 1	D051346	Mobility Limitation	2.76385710334264	1
D003922	Diabetes Mellitus, Type 1	D009120	Muscle Cramp	2.2425601797093533	1
D003922	Diabetes Mellitus, Type 1	D009123	Muscle Hypotonia	3.3130222694115505	2
D003922	Diabetes Mellitus, Type 1	D009127	Muscle Rigidity	7.205798410553291	3
D003922	Diabetes Mellitus, Type 1	D009128	Muscle Spasticity	1.7272802055939829	1
D003922	Diabetes Mellitus, Type 1	D018908	Muscle Weakness	11.915892980434347	12
D003922	Diabetes Mellitus, Type 1	D009133	Muscular Atrophy	10.225752387156797	7
D003922	Diabetes Mellitus, Type 1	D009222	Myotonia	3.0540485873998464	1
D003922	Diabetes Mellitus, Type 1	D009325	Nausea	18.220049186626238	16
D003922	Diabetes Mellitus, Type 1	D009437	Neuralgia	4.6149423182440765	3
D003922	Diabetes Mellitus, Type 1	D009461	Neurologic Manifestations	0.20982423952600315	3
D003922	Diabetes Mellitus, Type 1	D009765	Obesity	397.1280918302137	477
D003922	Diabetes Mellitus, Type 1	D009767	Obesity, Morbid	15.776459571371042	9
D003922	Diabetes Mellitus, Type 1	D000857	Olfaction Disorders	11.441151082712707	5
D003922	Diabetes Mellitus, Type 1	D009846	Oliguria	5.2280242704531865	2
D003922	Diabetes Mellitus, Type 1	D009886	Ophthalmoplegia	9.308930884281578	7
D003922	Diabetes Mellitus, Type 1	D009912	Oral Manifestations	14.926210262783261	8
D003922	Diabetes Mellitus, Type 1	D050177	Overweight	23.068418787423553	28
D003922	Diabetes Mellitus, Type 1	D010146	Pain	24.04522973004403	73
D003922	Diabetes Mellitus, Type 1	D010148	Pain, Intractable	5.978950113980964	3
D003922	Diabetes Mellitus, Type 1	D010149	Pain, Postoperative	3.3557106445329192	2
D003922	Diabetes Mellitus, Type 1	D010243	Paralysis	7.7515420397255745	16
D003922	Diabetes Mellitus, Type 1	D010291	Paresis	10.301886270663644	8
D003922	Diabetes Mellitus, Type 1	D010292	Paresthesia	12.222163315348007	9
D003922	Diabetes Mellitus, Type 1	D010468	Perceptual Disorders	5.544229464856687	4
D003922	Diabetes Mellitus, Type 1	D018458	Persistent Vegetative State	3.095079984077709	1
D003922	Diabetes Mellitus, Type 1	D011141	Polyuria	54.30073235731771	23
D003922	Diabetes Mellitus, Type 1	D011304	Presbycusis	3.693393061966815	1
D003922	Diabetes Mellitus, Type 1	D011507	Proteinuria	433.3952874161425	347
D003922	Diabetes Mellitus, Type 1	D011537	Pruritus	11.727536867854429	8
D003922	Diabetes Mellitus, Type 1	D019591	Pseudophakia	3.7522335619897484	1
D003922	Diabetes Mellitus, Type 1	D011595	Psychomotor Agitation	2.2425601797093533	1
D003922	Diabetes Mellitus, Type 1	D011596	Psychomotor Disorders	2.6632819832742194	2
D003922	Diabetes Mellitus, Type 1	D011602	Psychophysiologic Disorders	40.027652122143905	27
D003922	Diabetes Mellitus, Type 1	D011681	Pupil Disorders	12.222863053768235	7
D003922	Diabetes Mellitus, Type 1	D011693	Purpura	1.0632186059291338	1
D003922	Diabetes Mellitus, Type 1	D011696	Purpura, Thrombocytopenic	2.8298110411036603	2
D003922	Diabetes Mellitus, Type 1	D016553	Purpura, Thrombocytopenic, Idiopathic	9.669472274784908	5
D003922	Diabetes Mellitus, Type 1	D011697	Purpura, Thrombotic Thrombocytopenic	2.1840386080896974	1
D003922	Diabetes Mellitus, Type 1	D011782	Quadriplegia	8.214838016961842	6
D003922	Diabetes Mellitus, Type 1	D012021	Reflex, Abnormal	18.2927022590611	13
D003922	Diabetes Mellitus, Type 1	D012135	Respiratory Sounds	1.6392693282712694	1
D003922	Diabetes Mellitus, Type 1	D012607	Scotoma	2.3812066730006465	1
D003922	Diabetes Mellitus, Type 1	D012640	Seizures	38.87767857398504	46
D003922	Diabetes Mellitus, Type 1	D012678	Sensation Disorders	2.4032533299014776	7
D003922	Diabetes Mellitus, Type 1	D012877	Skin Manifestations	3.061786090507788	5
D003922	Diabetes Mellitus, Type 1	D012892	Sleep Deprivation	5.151824577988647	2
D003922	Diabetes Mellitus, Type 1	D012893	Sleep Disorders	11.943991278954535	8
D003922	Diabetes Mellitus, Type 1	D013035	Spasm	2.734554943125151	2
D003922	Diabetes Mellitus, Type 1	D013064	Speech Disorders	3.4587496830720124	3
D003922	Diabetes Mellitus, Type 1	D013575	Syncope	7.454457137648761	5
D003922	Diabetes Mellitus, Type 1	D019462	Syncope, Vasovagal	3.1825674382008247	1
D003922	Diabetes Mellitus, Type 1	D013651	Taste Disorders	16.63264100633713	7
D003922	Diabetes Mellitus, Type 1	D013851	Thinness	32.04719531827268	12
D003922	Diabetes Mellitus, Type 1	D014008	Tinea Pedis	3.472156088923187	1
D003922	Diabetes Mellitus, Type 1	D014012	Tinnitus	1.9740336225473258	1
D003922	Diabetes Mellitus, Type 1	D014202	Tremor	10.436116720969512	6
D003922	Diabetes Mellitus, Type 1	D014474	Unconsciousness	7.423782633645173	8
D003922	Diabetes Mellitus, Type 1	D001750	Urinary Bladder, Neurogenic	31.173856926271164	15
D003922	Diabetes Mellitus, Type 1	D014549	Urinary Incontinence	6.470117366539452	4
D003922	Diabetes Mellitus, Type 1	D014717	Vertigo	1.5962519431875786	1
D003922	Diabetes Mellitus, Type 1	D014770	Virilism	2.2270559931733884	1
D003922	Diabetes Mellitus, Type 1	D014786	Vision Disorders	31.18400329779173	47
D003922	Diabetes Mellitus, Type 1	D015354	Vision, Low	9.024174120186563	4
D003922	Diabetes Mellitus, Type 1	D014826	Vocal Cord Paralysis	5.963338630355882	3
D003922	Diabetes Mellitus, Type 1	D014839	Vomiting	32.89699395159011	39
D003922	Diabetes Mellitus, Type 1	D015430	Weight Gain	188.8095970658586	127
D003922	Diabetes Mellitus, Type 1	D015431	Weight Loss	67.00359866253869	67
D003924	Diabetes Mellitus, Type 2	D000006	Abdomen, Acute	2.8752002609590566	2
D003924	Diabetes Mellitus, Type 2	D015746	Abdominal Pain	14.424222528505936	17
D003924	Diabetes Mellitus, Type 2	D054058	Acute Coronary Syndrome	64.94901065540213	25
D003924	Diabetes Mellitus, Type 2	D019588	Aging, Premature	6.929102979075935	2
D003924	Diabetes Mellitus, Type 2	D017109	Akathisia, Drug-Induced	3.110911449294389	1
D003924	Diabetes Mellitus, Type 2	D000419	Albuminuria	3828.670677333328	1854
D003924	Diabetes Mellitus, Type 2	D000647	Amnesia	2.1714861420185776	1
D003924	Diabetes Mellitus, Type 2	D000787	Angina Pectoris	95.87710259759658	66
D003924	Diabetes Mellitus, Type 2	D000788	Angina Pectoris, Variant	3.2659490471398755	1
D003924	Diabetes Mellitus, Type 2	D000789	Angina, Unstable	49.33632395360578	22
D003924	Diabetes Mellitus, Type 2	D000855	Anorexia	5.475781841862558	3
D003924	Diabetes Mellitus, Type 2	D000860	Anoxia	27.05369143610169	27
D003924	Diabetes Mellitus, Type 2	D001037	Aphasia	1.810661814533033	1
D003924	Diabetes Mellitus, Type 2	D018771	Arthralgia	1.4773000003262131	1
D003924	Diabetes Mellitus, Type 2	D001259	Ataxia	1.2196597127769402	1
D003924	Diabetes Mellitus, Type 2	D001264	Athetosis	2.5821623093394943	1
D003924	Diabetes Mellitus, Type 2	D001416	Back Pain	2.2938570383587638	2
D003924	Diabetes Mellitus, Type 2	D001724	Birth Weight	209.66251050770032	149
D003924	Diabetes Mellitus, Type 2	D001766	Blindness	50.51436433045769	46
D003924	Diabetes Mellitus, Type 2	D001835	Body Weight	552.8964095973612	1612
D003924	Diabetes Mellitus, Type 2	D002032	Bulimia	19.34699972339848	7
D003924	Diabetes Mellitus, Type 2	D002100	Cachexia	7.978896063219088	4
D003924	Diabetes Mellitus, Type 2	D002303	Cardiac Output, Low	25.713547794667782	12
D003924	Diabetes Mellitus, Type 2	D002524	Cerebellar Ataxia	1.7087856229578182	1
D003924	Diabetes Mellitus, Type 2	D002558	Cerebrospinal Fluid Otorrhea	3.1882981129098096	1
D003924	Diabetes Mellitus, Type 2	D002637	Chest Pain	7.696925812495447	7
D003924	Diabetes Mellitus, Type 2	D002819	Chorea	15.943866970615904	8
D003924	Diabetes Mellitus, Type 2	D003117	Color Vision Defects	20.532879170656074	8
D003924	Diabetes Mellitus, Type 2	D003128	Coma	5.248339251372968	4
D003924	Diabetes Mellitus, Type 2	D003221	Confusion	6.035792845107981	4
D003924	Diabetes Mellitus, Type 2	D003244	Consciousness Disorders	2.6313878286731183	3
D003924	Diabetes Mellitus, Type 2	D003248	Constipation	14.34523944173903	9
D003924	Diabetes Mellitus, Type 2	D003371	Cough	7.888374906577994	6
D003924	Diabetes Mellitus, Type 2	D003490	Cyanosis	1.7434095875238662	1
D003924	Diabetes Mellitus, Type 2	D003638	Deafness	62.65488531617532	51
D003924	Diabetes Mellitus, Type 2	D003693	Delirium	2.083955149532715	1
D003924	Diabetes Mellitus, Type 2	D003967	Diarrhea	24.92607953922239	27
D003924	Diabetes Mellitus, Type 2	D004172	Diplopia	9.864991793300856	6
D003924	Diabetes Mellitus, Type 2	D004244	Dizziness	16.109657068937747	12
D003924	Diabetes Mellitus, Type 2	D004401	Dysarthria	2.0265851178737564	1
D003924	Diabetes Mellitus, Type 2	D020820	Dyskinesias	4.4877124722511414	6
D003924	Diabetes Mellitus, Type 2	D004415	Dyspepsia	20.82052199386629	10
D003924	Diabetes Mellitus, Type 2	D004417	Dyspnea	8.041773452316937	8
D003924	Diabetes Mellitus, Type 2	D004421	Dystonia	4.608327100569137	3
D003924	Diabetes Mellitus, Type 2	D004433	Earache	5.635848649225831	2
D003924	Diabetes Mellitus, Type 2	D004487	Edema	42.90322277540751	72
D003924	Diabetes Mellitus, Type 2	D005130	Eye Hemorrhage	2.7526420325225	1
D003924	Diabetes Mellitus, Type 2	D005157	Facial Pain	1.9723285922962424	1
D003924	Diabetes Mellitus, Type 2	D005158	Facial Paralysis	6.785484558152289	5
D003924	Diabetes Mellitus, Type 2	D005207	Fasciculation	3.074353853560592	1
D003924	Diabetes Mellitus, Type 2	D005221	Fatigue	25.036289421471444	22
D003924	Diabetes Mellitus, Type 2	D005320	Fetal Macrosomia	93.42810730478632	28
D003924	Diabetes Mellitus, Type 2	D005334	Fever	1.8568128968498905	3
D003924	Diabetes Mellitus, Type 2	D005414	Flatulence	28.240805333546263	9
D003924	Diabetes Mellitus, Type 2	D005483	Flushing	62.736291245438245	24
D003924	Diabetes Mellitus, Type 2	D020233	Gait Disorders, Neurologic	8.72382759967501	5
D003924	Diabetes Mellitus, Type 2	D018589	Gastroparesis	92.32992733649445	28
D003924	Diabetes Mellitus, Type 2	D006209	Halitosis	3.2414079382237584	1
D003924	Diabetes Mellitus, Type 2	D006212	Hallucinations	5.169864552973335	3
D003924	Diabetes Mellitus, Type 2	D006261	Headache	7.076514037695126	8
D003924	Diabetes Mellitus, Type 2	D006311	Hearing Disorders	5.880132599652746	8
D003924	Diabetes Mellitus, Type 2	D034381	Hearing Loss	14.463909803210926	18
D003924	Diabetes Mellitus, Type 2	D006312	Hearing Loss, Bilateral	2.2117885210426	1
D003924	Diabetes Mellitus, Type 2	D006314	Hearing Loss, Conductive	4.534840434057497	2
D003924	Diabetes Mellitus, Type 2	D006316	Hearing Loss, High-Frequency	6.211212794129393	2
D003924	Diabetes Mellitus, Type 2	D006317	Hearing Loss, Noise-Induced	3.1940618176265603	1
D003924	Diabetes Mellitus, Type 2	D006319	Hearing Loss, Sensorineural	31.586252372071662	26
D003924	Diabetes Mellitus, Type 2	D003639	Hearing Loss, Sudden	7.755906088032487	3
D003924	Diabetes Mellitus, Type 2	D006423	Hemianopsia	6.246156598159888	3
D003924	Diabetes Mellitus, Type 2	D006429	Hemiplegia	7.767794177352097	6
D003924	Diabetes Mellitus, Type 2	D006456	Hemoglobinuria	20.184651249691104	7
D003924	Diabetes Mellitus, Type 2	D006469	Hemoptysis	1.6970743635369168	1
D003924	Diabetes Mellitus, Type 2	D006628	Hirsutism	17.386055655683688	7
D003924	Diabetes Mellitus, Type 2	D006930	Hyperalgesia	11.970550389182772	5
D003924	Diabetes Mellitus, Type 2	D006942	Hypergammaglobulinemia	1.6791251637069355	1
D003924	Diabetes Mellitus, Type 2	D006963	Hyperphagia	26.392502652380614	11
D003924	Diabetes Mellitus, Type 2	D006985	Hyperventilation	2.1051301466691736	1
D003924	Diabetes Mellitus, Type 2	D006987	Hypesthesia	10.331766264698297	6
D003924	Diabetes Mellitus, Type 2	D007035	Hypothermia	3.8908724307943054	2
D003924	Diabetes Mellitus, Type 2	D007040	Hypoventilation	2.5213533047438883	1
D003924	Diabetes Mellitus, Type 2	D007383	Intermittent Claudication	62.112489657786206	28
D003924	Diabetes Mellitus, Type 2	D007565	Jaundice	1.4547117709522501	1
D003924	Diabetes Mellitus, Type 2	D041781	Jaundice, Obstructive	2.4980286321774794	1
D003924	Diabetes Mellitus, Type 2	D007859	Learning Disorders	10.411874263747482	6
D003924	Diabetes Mellitus, Type 2	D017116	Low Back Pain	1.5904210228767852	1
D003924	Diabetes Mellitus, Type 2	D008569	Memory Disorders	33.76394497626969	23
D003924	Diabetes Mellitus, Type 2	D008607	Mental Retardation	9.054466840727144	10
D003924	Diabetes Mellitus, Type 2	D051346	Mobility Limitation	2.76385710334264	1
D003924	Diabetes Mellitus, Type 2	D009120	Muscle Cramp	4.485120359418707	2
D003924	Diabetes Mellitus, Type 2	D018908	Muscle Weakness	17.873839470651514	18
D003924	Diabetes Mellitus, Type 2	D009133	Muscular Atrophy	14.60821769593828	10
D003924	Diabetes Mellitus, Type 2	D009207	Myoclonus	1.775070869430331	1
D003924	Diabetes Mellitus, Type 2	D009325	Nausea	42.133863744073174	37
D003924	Diabetes Mellitus, Type 2	D019547	Neck Pain	5.876376019736125	3
D003924	Diabetes Mellitus, Type 2	D058568	Necrolytic Migratory Erythema	6.150128834788118	1
D003924	Diabetes Mellitus, Type 2	D009437	Neuralgia	12.306512848650875	8
D003924	Diabetes Mellitus, Type 2	D053158	Nocturia	4.172966142228701	1
D003924	Diabetes Mellitus, Type 2	D009765	Obesity	3861.3838362862293	4638
D003924	Diabetes Mellitus, Type 2	D009767	Obesity, Morbid	254.17629309431118	145
D003924	Diabetes Mellitus, Type 2	D000857	Olfaction Disorders	4.576460433085082	2
D003924	Diabetes Mellitus, Type 2	D009886	Ophthalmoplegia	9.308930884281578	7
D003924	Diabetes Mellitus, Type 2	D017246	Ophthalmoplegia, Chronic Progressive External	7.293746092663845	2
D003924	Diabetes Mellitus, Type 2	D054971	Orthostatic Intolerance	5.211859196195189	1
D003924	Diabetes Mellitus, Type 2	D050177	Overweight	145.00148952094804	176
D003924	Diabetes Mellitus, Type 2	D010146	Pain	28.98603035950513	88
D003924	Diabetes Mellitus, Type 2	D010148	Pain, Intractable	1.992983371326988	1
D003924	Diabetes Mellitus, Type 2	D010149	Pain, Postoperative	5.033565966799379	3
D003924	Diabetes Mellitus, Type 2	D010243	Paralysis	0.9689427549656968	2
D003924	Diabetes Mellitus, Type 2	D010264	Paraplegia	1.2774792836657665	1
D003924	Diabetes Mellitus, Type 2	D010291	Paresis	5.150943135331822	4
D003924	Diabetes Mellitus, Type 2	D010292	Paresthesia	6.790090730748893	5
D003924	Diabetes Mellitus, Type 2	D010468	Perceptual Disorders	1.3860573662141715	1
D003924	Diabetes Mellitus, Type 2	D010591	Phantom Limb	3.229359599707584	1
D003924	Diabetes Mellitus, Type 2	D011141	Polyuria	42.49622532311822	18
D003924	Diabetes Mellitus, Type 2	D020250	Postoperative Nausea and Vomiting	3.420099726967134	1
D003924	Diabetes Mellitus, Type 2	D011304	Presbycusis	7.38678612393363	2
D003924	Diabetes Mellitus, Type 2	D053448	Prostatism	4.658473958010402	1
D003924	Diabetes Mellitus, Type 2	D011507	Proteinuria	580.7746646931016	465
D003924	Diabetes Mellitus, Type 2	D011537	Pruritus	8.795652650890823	6
D003924	Diabetes Mellitus, Type 2	D019591	Pseudophakia	3.7522335619897484	1
D003924	Diabetes Mellitus, Type 2	D011596	Psychomotor Disorders	2.6632819832742194	2
D003924	Diabetes Mellitus, Type 2	D011602	Psychophysiologic Disorders	13.342550707381307	9
D003924	Diabetes Mellitus, Type 2	D011681	Pupil Disorders	8.730616466977313	5
D003924	Diabetes Mellitus, Type 2	D011697	Purpura, Thrombotic Thrombocytopenic	2.1840386080896974	1
D003924	Diabetes Mellitus, Type 2	D011782	Quadriplegia	5.476558677974562	4
D003924	Diabetes Mellitus, Type 2	D012021	Reflex, Abnormal	4.2213928290141	3
D003924	Diabetes Mellitus, Type 2	D012133	Respiratory Paralysis	2.4894202576408797	1
D003924	Diabetes Mellitus, Type 2	D012135	Respiratory Sounds	1.6392693282712694	1
D003924	Diabetes Mellitus, Type 2	D055948	Sarcopenia	4.763834473668228	1
D003924	Diabetes Mellitus, Type 2	D012585	Sciatica	2.1694092980737385	1
D003924	Diabetes Mellitus, Type 2	D012607	Scotoma	4.762413346001293	2
D003924	Diabetes Mellitus, Type 2	D012640	Seizures	4.225834627607069	5
D003924	Diabetes Mellitus, Type 2	D012678	Sensation Disorders	4.806506659802955	14
D003924	Diabetes Mellitus, Type 2	D020069	Shoulder Pain	4.840854772307857	2
D003924	Diabetes Mellitus, Type 2	D012892	Sleep Deprivation	23.18321060094891	9
D003924	Diabetes Mellitus, Type 2	D012893	Sleep Disorders	40.310970566471546	27
D003924	Diabetes Mellitus, Type 2	D012913	Snoring	22.08083802979271	8
D003924	Diabetes Mellitus, Type 2	D020886	Somatosensory Disorders	3.1365932099592198	3
D003924	Diabetes Mellitus, Type 2	D013035	Spasm	1.3672774715625755	1
D003924	Diabetes Mellitus, Type 2	D013064	Speech Disorders	1.1529165610240042	1
D003924	Diabetes Mellitus, Type 2	D013575	Syncope	2.9817828550595045	2
D003924	Diabetes Mellitus, Type 2	D019462	Syncope, Vasovagal	9.547702314602477	3
D003924	Diabetes Mellitus, Type 2	D013651	Taste Disorders	11.880457861669381	5
D003924	Diabetes Mellitus, Type 2	D013851	Thinness	181.60077347021183	68
D003924	Diabetes Mellitus, Type 2	D014008	Tinea Pedis	10.416468266769561	3
D003924	Diabetes Mellitus, Type 2	D014012	Tinnitus	5.922100867641977	3
D003924	Diabetes Mellitus, Type 2	D014098	Toothache	2.7305823144577674	1
D003924	Diabetes Mellitus, Type 2	D014103	Torticollis	2.154990922649467	1
D003924	Diabetes Mellitus, Type 2	D014202	Tremor	6.9574111473130085	4
D003924	Diabetes Mellitus, Type 2	D001750	Urinary Bladder, Neurogenic	8.313028513672311	4
D003924	Diabetes Mellitus, Type 2	D053201	Urinary Bladder, Overactive	7.086664734782164	2
D003924	Diabetes Mellitus, Type 2	D014549	Urinary Incontinence	19.410352099618358	12
D003924	Diabetes Mellitus, Type 2	D014550	Urinary Incontinence, Stress	5.604351935289552	2
D003924	Diabetes Mellitus, Type 2	D014717	Vertigo	1.5962519431875786	1
D003924	Diabetes Mellitus, Type 2	D014770	Virilism	4.454111986346777	2
D003924	Diabetes Mellitus, Type 2	D014786	Vision Disorders	33.837961025263354	51
D003924	Diabetes Mellitus, Type 2	D015354	Vision, Low	9.024174120186563	4
D003924	Diabetes Mellitus, Type 2	D014839	Vomiting	20.2443039702093	24
D003924	Diabetes Mellitus, Type 2	D015430	Weight Gain	579.8089988636602	390
D003924	Diabetes Mellitus, Type 2	D015431	Weight Loss	671.0360403367681	671
D003926	Diabetic Coma	D000006	Abdomen, Acute	7.188000652397642	5
D003926	Diabetic Coma	D000787	Angina Pectoris	1.4526833726908572	1
D003926	Diabetic Coma	D000860	Anoxia	2.0039771434149403	2
D003926	Diabetic Coma	D001037	Aphasia	3.6213236290660666	2
D003926	Diabetic Coma	D001039	Aphasia, Broca	3.110911449294389	1
D003926	Diabetic Coma	D001041	Aphasia, Wernicke	3.4953231482047213	1
D003926	Diabetic Coma	D001247	Asthenia	2.0632192510535368	1
D003926	Diabetic Coma	D001835	Body Weight	1.3719513885790602	4
D003926	Diabetic Coma	D003128	Coma	19.681272192648628	15
D003926	Diabetic Coma	D003244	Consciousness Disorders	0.8771292762243725	1
D003926	Diabetic Coma	D003248	Constipation	1.5939154935265591	1
D003926	Diabetic Coma	D003967	Diarrhea	0.9231881310823103	1
D003926	Diabetic Coma	D004487	Edema	1.191756188205764	2
D003926	Diabetic Coma	D004614	Emaciation	1.8326407212518088	1
D003926	Diabetic Coma	D005158	Facial Paralysis	1.357096911630458	1
D003926	Diabetic Coma	D005334	Fever	0.6189376322832968	1
D003926	Diabetic Coma	D006261	Headache	0.8845642547118906	1
D003926	Diabetic Coma	D006429	Hemiplegia	3.8838970886760484	3
D003926	Diabetic Coma	D015160	Hydrops Fetalis	2.341000252522606	1
D003926	Diabetic Coma	D007035	Hypothermia	3.8908724307943054	2
D003926	Diabetic Coma	D007565	Jaundice	1.4547117709522501	1
D003926	Diabetic Coma	D009207	Myoclonus	7.100283477721324	4
D003926	Diabetic Coma	D009461	Neurologic Manifestations	0.6994141317533438	10
D003926	Diabetic Coma	D009765	Obesity	4.995321909814009	6
D003926	Diabetic Coma	D009846	Oliguria	2.6140121352265933	1
D003926	Diabetic Coma	D009886	Ophthalmoplegia	2.659694538366165	2
D003926	Diabetic Coma	D010243	Paralysis	0.4844713774828484	1
D003926	Diabetic Coma	D011141	Polyuria	14.165408441039407	6
D003926	Diabetic Coma	D011596	Psychomotor Disorders	1.3316409916371097	1
D003926	Diabetic Coma	D011602	Psychophysiologic Disorders	1.482505634153478	1
D003926	Diabetic Coma	D011697	Purpura, Thrombotic Thrombocytopenic	2.1840386080896974	1
D003926	Diabetic Coma	D011782	Quadriplegia	5.476558677974562	4
D003926	Diabetic Coma	D012021	Reflex, Abnormal	2.8142618860093997	2
D003926	Diabetic Coma	D012640	Seizures	9.296836180735555	11
D003926	Diabetic Coma	D014474	Unconsciousness	1.8559456584112928	2
D003926	Diabetic Coma	D001750	Urinary Bladder, Neurogenic	2.0782571284180773	1
D003926	Diabetic Coma	D014786	Vision Disorders	0.6634894318679091	1
D003926	Diabetic Coma	D014839	Vomiting	1.687025330850775	2
D016883	Diabetic Ketoacidosis	D000006	Abdomen, Acute	18.68880169623387	13
D016883	Diabetic Ketoacidosis	D015746	Abdominal Pain	9.333320459621486	11
D016883	Diabetic Ketoacidosis	D054058	Acute Coronary Syndrome	5.19592085243217	2
D016883	Diabetic Ketoacidosis	D000419	Albuminuria	6.195259995684996	3
D016883	Diabetic Ketoacidosis	D000860	Anoxia	11.021874288782172	11
D016883	Diabetic Ketoacidosis	D001037	Aphasia	1.810661814533033	1
D016883	Diabetic Ketoacidosis	D001039	Aphasia, Broca	3.110911449294389	1
D016883	Diabetic Ketoacidosis	D001049	Apnea	1.8765539083417369	1
D016883	Diabetic Ketoacidosis	D001247	Asthenia	2.0632192510535368	1
D016883	Diabetic Ketoacidosis	D001264	Athetosis	2.5821623093394943	1
D016883	Diabetic Ketoacidosis	D001766	Blindness	2.1962767100198994	2
D016883	Diabetic Ketoacidosis	D001835	Body Weight	5.144817707171475	15
D016883	Diabetic Ketoacidosis	D002637	Chest Pain	2.1991216607129846	2
D016883	Diabetic Ketoacidosis	D002819	Chorea	5.978950113980964	3
D016883	Diabetic Ketoacidosis	D003128	Coma	23.61752663117836	18
D016883	Diabetic Ketoacidosis	D003244	Consciousness Disorders	5.2627756573462365	6
D016883	Diabetic Ketoacidosis	D003693	Delirium	2.083955149532715	1
D016883	Diabetic Ketoacidosis	D003967	Diarrhea	0.9231881310823103	1
D016883	Diabetic Ketoacidosis	D020820	Dyskinesias	1.4959041574170469	2
D016883	Diabetic Ketoacidosis	D004417	Dyspnea	3.015665044618851	3
D016883	Diabetic Ketoacidosis	D004487	Edema	2.383512376411528	4
D016883	Diabetic Ketoacidosis	D004489	Edema, Cardiac	3.5190396748220376	1
D016883	Diabetic Ketoacidosis	D005132	Eye Manifestations	1.5078769738954958	1
D016883	Diabetic Ketoacidosis	D005158	Facial Paralysis	2.714193823260916	2
D016883	Diabetic Ketoacidosis	D005221	Fatigue	2.2760263110428585	2
D016883	Diabetic Ketoacidosis	D005316	Fetal Distress	10.353806552988232	4
D016883	Diabetic Ketoacidosis	D005320	Fetal Macrosomia	3.3367181180280827	1
D016883	Diabetic Ketoacidosis	D005334	Fever	3.0946881614164843	5
D016883	Diabetic Ketoacidosis	D018589	Gastroparesis	3.2974974048748016	1
D016883	Diabetic Ketoacidosis	D006209	Halitosis	3.2414079382237584	1
D016883	Diabetic Ketoacidosis	D006212	Hallucinations	1.7232881843244452	1
D016883	Diabetic Ketoacidosis	D006261	Headache	2.653692764135672	3
D016883	Diabetic Ketoacidosis	D006319	Hearing Loss, Sensorineural	1.2148558604642947	1
D016883	Diabetic Ketoacidosis	D006396	Hematemesis	4.171723455606593	2
D016883	Diabetic Ketoacidosis	D019569	Hemifacial Spasm	3.2414079382237584	1
D016883	Diabetic Ketoacidosis	D006429	Hemiplegia	2.5892647257840316	2
D016883	Diabetic Ketoacidosis	D006628	Hirsutism	2.483722236526241	1
