MeSH Symptom ID	MeSH Symptom Term	MeSH Disease ID	MeSH Disease Term	TFIDF score	PubMed occurrence
D018771	Arthralgia	D007251	Influenza, Human	1.4773000003262131	1
D018771	Arthralgia	D008175	Lung Neoplasms	26.59140000587184	18
D018771	Arthralgia	D008944	Mitral Valve Insufficiency	1.4773000003262131	1
D018771	Arthralgia	D009203	Myocardial Infarction	1.4773000003262131	1
D018771	Arthralgia	D017202	Myocardial Ischemia	1.4773000003262131	1
D018771	Arthralgia	D009205	Myocarditis	4.431900000978638	3
D018771	Arthralgia	D015508	Nasal Obstruction	1.4773000003262131	1
D018771	Arthralgia	D009303	Nasopharyngeal Neoplasms	1.4773000003262131	1
D018771	Arthralgia	D009765	Obesity	22.159500004893196	15
D018771	Arthralgia	D010003	Osteoarthritis	190.5717000420815	129
D018771	Arthralgia	D015207	Osteoarthritis, Hip	57.61470001272231	39
D018771	Arthralgia	D020370	Osteoarthritis, Knee	221.595000048932	150
D018771	Arthralgia	D055034	Osteochondrosis	2.9546000006524262	2
D018771	Arthralgia	D010018	Osteomalacia	4.431900000978638	3
D018771	Arthralgia	D010019	Osteomyelitis	14.773000003262133	10
D018771	Arthralgia	D010020	Osteonecrosis	42.841700009460176	29
D018771	Arthralgia	D010024	Osteoporosis	36.93250000815533	25
D018771	Arthralgia	D015663	Osteoporosis, Postmenopausal	4.431900000978638	3
D018771	Arthralgia	D010493	Pericarditis	1.4773000003262131	1
D018771	Arthralgia	D010494	Pericarditis, Constrictive	1.4773000003262131	1
D018771	Arthralgia	D010996	Pleural Effusion	1.4773000003262131	1
D018771	Arthralgia	D010997	Pleural Neoplasms	4.431900000978638	3
D018771	Arthralgia	D018410	Pneumonia, Bacterial	1.4773000003262131	1
D018771	Arthralgia	D011081	Polychondritis, Relapsing	5.9092000013048525	4
D018771	Arthralgia	D011111	Polymyalgia Rheumatica	2.9546000006524262	2
D018771	Arthralgia	D011928	Raynaud Disease	7.386500001631067	5
D018771	Arthralgia	D012214	Rheumatic Heart Disease	1.4773000003262131	1
D018771	Arthralgia	D017565	Sarcoidosis, Pulmonary	7.386500001631067	5
D018771	Arthralgia	D045169	Severe Acute Respiratory Syndrome	2.9546000006524262	2
D018771	Arthralgia	D012829	Silicosis	1.4773000003262131	1
D018771	Arthralgia	D012852	Sinusitis	2.9546000006524262	2
D018771	Arthralgia	D020181	Sleep Apnea, Obstructive	1.4773000003262131	1
D018771	Arthralgia	D012893	Sleep Disorders	4.431900000978638	3
D018771	Arthralgia	D013174	Sporotrichosis	1.4773000003262131	1
D018771	Arthralgia	D016706	Still's Disease, Adult-Onset	22.159500004893196	15
D018771	Arthralgia	D013586	Synovitis, Pigmented Villonodular	16.250300003588347	11
D018771	Arthralgia	D013617	Tachycardia, Supraventricular	1.4773000003262131	1
D018771	Arthralgia	D014376	Tuberculosis	2.9546000006524262	2
D018771	Arthralgia	D014397	Tuberculosis, Pulmonary	5.9092000013048525	4
D018771	Arthralgia	D020246	Venous Thrombosis	1.4773000003262131	1
D001184	Articulation Disorders	D001172	Arthritis, Rheumatoid	1.887448957746804	1
D001184	Articulation Disorders	D009058	Mouth Breathing	1.887448957746804	1
D001184	Articulation Disorders	D015508	Nasal Obstruction	1.887448957746804	1
D001184	Articulation Disorders	D009959	Oropharyngeal Neoplasms	3.774897915493608	2
D001184	Articulation Disorders	D011654	Pulmonary Edema	1.887448957746804	1
D001247	Asthenia	D000787	Angina Pectoris	2.0632192510535368	1
D001247	Asthenia	D000789	Angina, Unstable	2.0632192510535368	1
D001247	Asthenia	D001145	Arrhythmias, Cardiac	2.0632192510535368	1
D001247	Asthenia	D001172	Arthritis, Rheumatoid	4.1264385021070735	2
D001247	Asthenia	D001249	Asthma	4.1264385021070735	2
D001247	Asthenia	D001281	Atrial Fibrillation	2.0632192510535368	1
D001247	Asthenia	D002037	Bundle-Branch Block	2.0632192510535368	1
D001247	Asthenia	D009202	Cardiomyopathies	2.0632192510535368	1
D001247	Asthenia	D003139	Common Cold	4.1264385021070735	2
D001247	Asthenia	D003323	Coronary Aneurysm	2.0632192510535368	1
D001247	Asthenia	D003324	Coronary Artery Disease	6.18965775316061	3
D001247	Asthenia	D003327	Coronary Disease	6.18965775316061	3
D001247	Asthenia	D003371	Cough	2.0632192510535368	1
D001247	Asthenia	D003550	Cystic Fibrosis	2.0632192510535368	1
D001247	Asthenia	D003922	Diabetes Mellitus, Type 1	2.0632192510535368	1
D001247	Asthenia	D003926	Diabetic Coma	2.0632192510535368	1
D001247	Asthenia	D016883	Diabetic Ketoacidosis	2.0632192510535368	1
D001247	Asthenia	D004417	Dyspnea	8.252877004214147	4
D001247	Asthenia	D006333	Heart Failure	4.1264385021070735	2
D001247	Asthenia	D006344	Heart Septal Defects, Atrial	2.0632192510535368	1
D001247	Asthenia	D006660	Histoplasmosis	2.0632192510535368	1
D001247	Asthenia	D006973	Hypertension	26.82185026369598	13
D001247	Asthenia	D006985	Hyperventilation	2.0632192510535368	1
D001247	Asthenia	D007022	Hypotension	8.252877004214147	4
D001247	Asthenia	D007024	Hypotension, Orthostatic	2.0632192510535368	1
D001247	Asthenia	D007822	Laryngeal Neoplasms	2.0632192510535368	1
D001247	Asthenia	D008175	Lung Neoplasms	33.01150801685659	16
D001247	Asthenia	D009181	Mycoses	4.1264385021070735	2
D001247	Asthenia	D009203	Myocardial Infarction	16.505754008428294	8
D001247	Asthenia	D009765	Obesity	4.1264385021070735	2
D001247	Asthenia	D009959	Oropharyngeal Neoplasms	2.0632192510535368	1
D001247	Asthenia	D010003	Osteoarthritis	2.0632192510535368	1
D001247	Asthenia	D010024	Osteoporosis	10.316096255267682	5
D001247	Asthenia	D015663	Osteoporosis, Postmenopausal	2.0632192510535368	1
D001247	Asthenia	D010998	Pleurisy	2.0632192510535368	1
D001247	Asthenia	D011111	Polymyalgia Rheumatica	2.0632192510535368	1
D001247	Asthenia	D029424	Pulmonary Disease, Chronic Obstructive	2.0632192510535368	1
D001247	Asthenia	D012131	Respiratory Insufficiency	4.1264385021070735	2
D001247	Asthenia	D012141	Respiratory Tract Infections	4.1264385021070735	2
D001247	Asthenia	D012214	Rheumatic Heart Disease	2.0632192510535368	1
D001247	Asthenia	D006255	Rhinitis, Allergic, Seasonal	4.1264385021070735	2
D001247	Asthenia	D017565	Sarcoidosis, Pulmonary	2.0632192510535368	1
D001247	Asthenia	D012852	Sinusitis	2.0632192510535368	1
D001247	Asthenia	D012893	Sleep Disorders	8.252877004214147	4
D001247	Asthenia	D016706	Still's Disease, Adult-Onset	2.0632192510535368	1
D001247	Asthenia	D013617	Tachycardia, Supraventricular	2.0632192510535368	1
D001247	Asthenia	D014123	Toxoplasmosis	4.1264385021070735	2
D001247	Asthenia	D014262	Tricuspid Valve Insufficiency	2.0632192510535368	1
D001247	Asthenia	D014376	Tuberculosis	4.1264385021070735	2
D001247	Asthenia	D014397	Tuberculosis, Pulmonary	22.695411761588907	11
D001247	Asthenia	D014648	Varicose Veins	4.1264385021070735	2
D001247	Asthenia	D054556	Venous Thromboembolism	2.0632192510535368	1
D001259	Ataxia	D000196	Actinomycosis	1.2196597127769402	1
D001259	Ataxia	D000787	Angina Pectoris	1.2196597127769402	1
D001259	Ataxia	D001145	Arrhythmias, Cardiac	10.976937414992461	9
D001259	Ataxia	D001164	Arteriovenous Fistula	2.4393194255538804	2
D001259	Ataxia	D001172	Arthritis, Rheumatoid	4.878638851107762	4
D001259	Ataxia	D001228	Aspergillosis	1.2196597127769402	1
D001259	Ataxia	D001987	Bronchiectasis	3.658979138330821	3
D001259	Ataxia	D009202	Cardiomyopathies	3.658979138330821	3
D001259	Ataxia	D002311	Cardiomyopathy, Dilated	3.658979138330821	3
D001259	Ataxia	D003139	Common Cold	3.658979138330821	3
D001259	Ataxia	D003453	Cryptococcosis	1.2196597127769402	1
D001259	Ataxia	D003550	Cystic Fibrosis	1.2196597127769402	1
D001259	Ataxia	D003920	Diabetes Mellitus	3.658979138330821	3
D001259	Ataxia	D003922	Diabetes Mellitus, Type 1	9.75727770221552	8
D001259	Ataxia	D003924	Diabetes Mellitus, Type 2	1.2196597127769402	1
D001259	Ataxia	D006469	Hemoptysis	1.2196597127769402	1
D001259	Ataxia	D006973	Hypertension	6.0982985638847005	5
D001259	Ataxia	D007022	Hypotension	4.878638851107762	4
D001259	Ataxia	D007024	Hypotension, Orthostatic	2.4393194255538804	2
D001259	Ataxia	D007251	Influenza, Human	1.2196597127769402	1
D001259	Ataxia	D008175	Lung Neoplasms	8.537617989438582	7
D001259	Ataxia	D009181	Mycoses	1.2196597127769402	1
D001259	Ataxia	D009203	Myocardial Infarction	1.2196597127769402	1
D001259	Ataxia	D009382	Neoplasms, Unknown Primary	2.4393194255538804	2
D001259	Ataxia	D009765	Obesity	2.4393194255538804	2
D001259	Ataxia	D020370	Osteoarthritis, Knee	1.2196597127769402	1
D001259	Ataxia	D010019	Osteomyelitis	1.2196597127769402	1
D001259	Ataxia	D010490	Pericardial Effusion	1.2196597127769402	1
D001259	Ataxia	D011020	Pneumonia, Pneumocystis	1.2196597127769402	1
D001259	Ataxia	D011081	Polychondritis, Relapsing	1.2196597127769402	1
D001259	Ataxia	D011654	Pulmonary Edema	1.2196597127769402	1
D001259	Ataxia	D011655	Pulmonary Embolism	1.2196597127769402	1
D001259	Ataxia	D012120	Respiration Disorders	6.0982985638847005	5
D001259	Ataxia	D012127	Respiratory Distress Syndrome, Newborn	1.2196597127769402	1
D001259	Ataxia	D012131	Respiratory Insufficiency	2.4393194255538804	2
D001259	Ataxia	D012141	Respiratory Tract Infections	3.658979138330821	3
D001259	Ataxia	D012806	Siderosis	14.635916553323284	12
D001259	Ataxia	D012829	Silicosis	1.2196597127769402	1
D001259	Ataxia	D020182	Sleep Apnea, Central	1.2196597127769402	1
D001259	Ataxia	D020181	Sleep Apnea, Obstructive	1.2196597127769402	1
D001259	Ataxia	D012893	Sleep Disorders	2.4393194255538804	2
D001259	Ataxia	D017180	Tachycardia, Ventricular	1.2196597127769402	1
D001259	Ataxia	D014376	Tuberculosis	1.2196597127769402	1
D001259	Ataxia	D014397	Tuberculosis, Pulmonary	1.2196597127769402	1
D001259	Ataxia	D020246	Venous Thrombosis	1.2196597127769402	1
D001259	Ataxia	D014693	Ventricular Fibrillation	1.2196597127769402	1
D001259	Ataxia	D020217	Vertebral Artery Dissection	4.878638851107762	4
D001264	Athetosis	D001164	Arteriovenous Fistula	2.5821623093394943	1
D001264	Athetosis	D003924	Diabetes Mellitus, Type 2	2.5821623093394943	1
D001264	Athetosis	D016883	Diabetic Ketoacidosis	2.5821623093394943	1
D001264	Athetosis	D004696	Endocarditis	2.5821623093394943	1
D001264	Athetosis	D006073	Gout	12.910811546697474	5
D001264	Athetosis	D008175	Lung Neoplasms	2.5821623093394943	1
D001264	Athetosis	D012127	Respiratory Distress Syndrome, Newborn	2.5821623093394943	1
D001264	Athetosis	D012893	Sleep Disorders	7.746486928018482	3
D001308	Auditory Perceptual Disorders	D003922	Diabetes Mellitus, Type 1	6.286693450095089	2
D001308	Auditory Perceptual Disorders	D020181	Sleep Apnea, Obstructive	3.1433467250475435	1
D001308	Auditory Perceptual Disorders	D014069	Tonsillitis	3.1433467250475435	1
D001416	Back Pain	D000787	Angina Pectoris	5.734642595896907	5
D001416	Back Pain	D000789	Angina, Unstable	2.2938570383587638	2
D001416	Back Pain	D001014	Aortic Aneurysm	43.58328372881649	38
D001416	Back Pain	D017544	Aortic Aneurysm, Abdominal	51.61178336307218	45
D001416	Back Pain	D017545	Aortic Aneurysm, Thoracic	21.791641864408245	19
D001416	Back Pain	D001022	Aortic Valve Insufficiency	1.1469285191793817	1
D001416	Back Pain	D001164	Arteriovenous Fistula	3.440785557538145	3
D001416	Back Pain	D015535	Arthritis, Psoriatic	4.5877140767175275	4
D001416	Back Pain	D016918	Arthritis, Reactive	2.2938570383587638	2
D001416	Back Pain	D001172	Arthritis, Rheumatoid	41.28942669045774	36
D001416	Back Pain	D001228	Aspergillosis	2.2938570383587638	2
D001416	Back Pain	D001249	Asthma	2.2938570383587638	2
D001416	Back Pain	D050197	Atherosclerosis	3.440785557538145	3
D001416	Back Pain	D002037	Bundle-Branch Block	1.1469285191793817	1
D001416	Back Pain	D002177	Candidiasis	3.440785557538145	3
D001416	Back Pain	D006332	Cardiomegaly	1.1469285191793817	1
D001416	Back Pain	D002311	Cardiomyopathy, Dilated	1.1469285191793817	1
D001416	Back Pain	D002805	Chondrocalcinosis	2.2938570383587638	2
D001416	Back Pain	D003047	Coccidioidomycosis	1.1469285191793817	1
D001416	Back Pain	D003139	Common Cold	3.440785557538145	3
D001416	Back Pain	D003323	Coronary Aneurysm	1.1469285191793817	1
D001416	Back Pain	D003324	Coronary Artery Disease	2.2938570383587638	2
D001416	Back Pain	D003327	Coronary Disease	2.2938570383587638	2
D001416	Back Pain	D003329	Coronary Vasospasm	1.1469285191793817	1
D001416	Back Pain	D003371	Cough	1.1469285191793817	1
D001416	Back Pain	D003453	Cryptococcosis	1.1469285191793817	1
D001416	Back Pain	D003550	Cystic Fibrosis	2.2938570383587638	2
D001416	Back Pain	D003920	Diabetes Mellitus	1.1469285191793817	1
D001416	Back Pain	D003922	Diabetes Mellitus, Type 1	1.1469285191793817	1
D001416	Back Pain	D003924	Diabetes Mellitus, Type 2	2.2938570383587638	2
D001416	Back Pain	D004417	Dyspnea	6.88157111507629	6
D001416	Back Pain	D016724	Empyema, Pleural	1.1469285191793817	1
D001416	Back Pain	D006073	Gout	11.469285191793814	10
D001416	Back Pain	D006333	Heart Failure	3.440785557538145	3
D001416	Back Pain	D006345	Heart Septal Defects, Ventricular	1.1469285191793817	1
D001416	Back Pain	D006469	Hemoptysis	2.2938570383587638	2
D001416	Back Pain	D006660	Histoplasmosis	1.1469285191793817	1
D001416	Back Pain	D006973	Hypertension	9.175428153435053	8
D001416	Back Pain	D007024	Hypotension, Orthostatic	2.2938570383587638	2
D001416	Back Pain	D007251	Influenza, Human	1.1469285191793817	1
D001416	Back Pain	D008175	Lung Neoplasms	26.379355941125773	23
D001416	Back Pain	D008478	Mediastinal Emphysema	3.440785557538145	3
D001416	Back Pain	D009181	Mycoses	2.2938570383587638	2
D001416	Back Pain	D009203	Myocardial Infarction	18.350856306870106	16
D001416	Back Pain	D009205	Myocarditis	1.1469285191793817	1
D001416	Back Pain	D009362	Neoplasm Metastasis	2.2938570383587638	2
D001416	Back Pain	D009382	Neoplasms, Unknown Primary	6.88157111507629	6
D001416	Back Pain	D009765	Obesity	14.910070749331961	13
D001416	Back Pain	D010003	Osteoarthritis	47.024069286354646	41
D001416	Back Pain	D015207	Osteoarthritis, Hip	2.2938570383587638	2
D001416	Back Pain	D020370	Osteoarthritis, Knee	4.5877140767175275	4
D001416	Back Pain	D055034	Osteochondrosis	1.1469285191793817	1
D001416	Back Pain	D010018	Osteomalacia	12.616213710973199	11
D001416	Back Pain	D010019	Osteomyelitis	51.61178336307218	45
D001416	Back Pain	D010020	Osteonecrosis	5.734642595896907	5
D001416	Back Pain	D010024	Osteoporosis	272.96898756469284	238
D001416	Back Pain	D015663	Osteoporosis, Postmenopausal	61.93414003568661	54
D001416	Back Pain	D016491	Peripheral Vascular Diseases	1.1469285191793817	1
D001416	Back Pain	D010997	Pleural Neoplasms	4.5877140767175275	4
D001416	Back Pain	D010998	Pleurisy	1.1469285191793817	1
D001416	Back Pain	D018410	Pneumonia, Bacterial	1.1469285191793817	1
D001416	Back Pain	D011030	Pneumothorax	6.88157111507629	6
D001416	Back Pain	D011111	Polymyalgia Rheumatica	3.440785557538145	3
D001416	Back Pain	D011654	Pulmonary Edema	1.1469285191793817	1
D001416	Back Pain	D011655	Pulmonary Embolism	4.5877140767175275	4
D001416	Back Pain	D012120	Respiration Disorders	1.1469285191793817	1
D001416	Back Pain	D012128	Respiratory Distress Syndrome, Adult	1.1469285191793817	1
D001416	Back Pain	D012131	Respiratory Insufficiency	2.2938570383587638	2
D001416	Back Pain	D012141	Respiratory Tract Infections	3.440785557538145	3
D001416	Back Pain	D012214	Rheumatic Heart Disease	2.2938570383587638	2
D001416	Back Pain	D012852	Sinusitis	3.440785557538145	3
D001416	Back Pain	D012893	Sleep Disorders	3.440785557538145	3
D001416	Back Pain	D016706	Still's Disease, Adult-Onset	1.1469285191793817	1
D001416	Back Pain	D013586	Synovitis, Pigmented Villonodular	3.440785557538145	3
D001416	Back Pain	D014376	Tuberculosis	2.2938570383587638	2
D001416	Back Pain	D014397	Tuberculosis, Pulmonary	4.5877140767175275	4
D001416	Back Pain	D014648	Varicose Veins	2.2938570383587638	2
D001416	Back Pain	D020246	Venous Thrombosis	4.5877140767175275	4
D001724	Birth Weight	D001024	Aortic Valve Stenosis	1.4071309430046999	1
D001724	Birth Weight	D001145	Arrhythmias, Cardiac	9.8499166010329	7
D001724	Birth Weight	D001172	Arthritis, Rheumatoid	14.071309430047002	10
D001724	Birth Weight	D001249	Asthma	106.9419516683572	76
D001724	Birth Weight	D050197	Atherosclerosis	7.035654715023501	5
D001724	Birth Weight	D001281	Atrial Fibrillation	2.8142618860093997	2
D001724	Birth Weight	D016535	Bronchial Hyperreactivity	1.4071309430046999	1
D001724	Birth Weight	D001987	Bronchiectasis	1.4071309430046999	1
D001724	Birth Weight	D001991	Bronchitis	2.8142618860093997	2
D001724	Birth Weight	D002177	Candidiasis	15.478440373051699	11
D001724	Birth Weight	D002305	Cardiac Tamponade	1.4071309430046999	1
D001724	Birth Weight	D006332	Cardiomegaly	2.8142618860093997	2
D001724	Birth Weight	D009202	Cardiomyopathies	2.8142618860093997	2
D001724	Birth Weight	D002312	Cardiomyopathy, Hypertrophic	2.8142618860093997	2
D001724	Birth Weight	D018376	Cardiovascular Abnormalities	1.4071309430046999	1
D001724	Birth Weight	D002639	Cheyne-Stokes Respiration	1.4071309430046999	1
D001724	Birth Weight	D003139	Common Cold	14.071309430047002	10
D001724	Birth Weight	D003324	Coronary Artery Disease	74.57793997924911	53
D001724	Birth Weight	D003327	Coronary Disease	71.7636780932397	51
D001724	Birth Weight	D003371	Cough	1.4071309430046999	1
D001724	Birth Weight	D003550	Cystic Fibrosis	32.364011689108104	23
D001724	Birth Weight	D003920	Diabetes Mellitus	106.9419516683572	76
D001724	Birth Weight	D003922	Diabetes Mellitus, Type 1	289.8689742589682	206
D001724	Birth Weight	D003924	Diabetes Mellitus, Type 2	209.66251050770032	149
D001724	Birth Weight	D004417	Dyspnea	1.4071309430046999	1
D001724	Birth Weight	D004695	Endocardial Fibroelastosis	1.4071309430046999	1
D001724	Birth Weight	D004696	Endocarditis	1.4071309430046999	1
D001724	Birth Weight	D006333	Heart Failure	8.4427856580282	6
D001724	Birth Weight	D006344	Heart Septal Defects, Atrial	1.4071309430046999	1
D001724	Birth Weight	D006345	Heart Septal Defects, Ventricular	12.664178487042301	9
D001724	Birth Weight	D006349	Heart Valve Diseases	2.8142618860093997	2
D001724	Birth Weight	D006973	Hypertension	462.9460802485463	329
D001724	Birth Weight	D006976	Hypertension, Pulmonary	15.478440373051699	11
D001724	Birth Weight	D006985	Hyperventilation	1.4071309430046999	1
D001724	Birth Weight	D007022	Hypotension	29.549749803098702	21
D001724	Birth Weight	D007024	Hypotension, Orthostatic	2.8142618860093997	2
D001724	Birth Weight	D007251	Influenza, Human	16.8855713160564	12
D001724	Birth Weight	D007826	Laryngismus	2.8142618860093997	2
D001724	Birth Weight	D007829	Laryngostenosis	5.6285237720187995	4
D001724	Birth Weight	D008133	Long QT Syndrome	1.4071309430046999	1
D001724	Birth Weight	D008175	Lung Neoplasms	1.4071309430046999	1
D001724	Birth Weight	D008478	Mediastinal Emphysema	5.6285237720187995	4
D001724	Birth Weight	D008946	Mitral Valve Stenosis	1.4071309430046999	1
D001724	Birth Weight	D009203	Myocardial Infarction	4.2213928290141	3
D001724	Birth Weight	D017202	Myocardial Ischemia	11.257047544037599	8
D001724	Birth Weight	D009298	Nasal Polyps	1.4071309430046999	1
D001724	Birth Weight	D009765	Obesity	457.3175564765276	325
D001724	Birth Weight	D010003	Osteoarthritis	2.8142618860093997	2
D001724	Birth Weight	D015207	Osteoarthritis, Hip	1.4071309430046999	1
D001724	Birth Weight	D010019	Osteomyelitis	4.2213928290141	3
D001724	Birth Weight	D010024	Osteoporosis	7.035654715023501	5
D001724	Birth Weight	D010490	Pericardial Effusion	1.4071309430046999	1
D001724	Birth Weight	D010494	Pericarditis, Constrictive	1.4071309430046999	1
D001724	Birth Weight	D016491	Peripheral Vascular Diseases	1.4071309430046999	1
D001724	Birth Weight	D010996	Pleural Effusion	1.4071309430046999	1
D001724	Birth Weight	D018410	Pneumonia, Bacterial	1.4071309430046999	1
D001724	Birth Weight	D011020	Pneumonia, Pneumocystis	1.4071309430046999	1
D001724	Birth Weight	D011030	Pneumothorax	11.257047544037599	8
D001724	Birth Weight	D011649	Pulmonary Alveolar Proteinosis	1.4071309430046999	1
D001724	Birth Weight	D001261	Pulmonary Atelectasis	7.035654715023501	5
D001724	Birth Weight	D029424	Pulmonary Disease, Chronic Obstructive	2.8142618860093997	2
D001724	Birth Weight	D011654	Pulmonary Edema	1.4071309430046999	1
D001724	Birth Weight	D011655	Pulmonary Embolism	1.4071309430046999	1
D001724	Birth Weight	D011656	Pulmonary Emphysema	1.4071309430046999	1
D001724	Birth Weight	D011666	Pulmonary Valve Stenosis	2.8142618860093997	2
D001724	Birth Weight	D011928	Raynaud Disease	1.4071309430046999	1
D001724	Birth Weight	D012120	Respiration Disorders	12.664178487042301	9
D001724	Birth Weight	D012127	Respiratory Distress Syndrome, Newborn	495.31009193765436	352
D001724	Birth Weight	D012131	Respiratory Insufficiency	43.6210592331457	31
D001724	Birth Weight	D012141	Respiratory Tract Infections	14.071309430047002	10
D001724	Birth Weight	D012214	Rheumatic Heart Disease	1.4071309430046999	1
D001724	Birth Weight	D006255	Rhinitis, Allergic, Seasonal	2.8142618860093997	2
D001724	Birth Weight	D013617	Tachycardia, Supraventricular	1.4071309430046999	1
D001724	Birth Weight	D014123	Toxoplasmosis	4.2213928290141	3
D001724	Birth Weight	D014262	Tricuspid Valve Insufficiency	1.4071309430046999	1
D001724	Birth Weight	D014397	Tuberculosis, Pulmonary	7.035654715023501	5
D001724	Birth Weight	D020246	Venous Thrombosis	2.8142618860093997	2
D001724	Birth Weight	D014826	Vocal Cord Paralysis	1.4071309430046999	1
D001766	Blindness	D001014	Aortic Aneurysm	2.1962767100198994	2
D001766	Blindness	D001024	Aortic Valve Stenosis	5.49069177504975	5
D001766	Blindness	D001145	Arrhythmias, Cardiac	1.0981383550099495	1
D001766	Blindness	D001164	Arteriovenous Fistula	14.275798615129347	13
D001766	Blindness	D001172	Arthritis, Rheumatoid	7.686968485069648	7
D001766	Blindness	D001228	Aspergillosis	14.275798615129347	13
D001766	Blindness	D001249	Asthma	2.1962767100198994	2
D001766	Blindness	D001281	Atrial Fibrillation	3.294415065029849	3
D001766	Blindness	D001987	Bronchiectasis	1.0981383550099495	1
D001766	Blindness	D002037	Bundle-Branch Block	1.0981383550099495	1
D001766	Blindness	D002177	Candidiasis	5.49069177504975	5
D001766	Blindness	D009202	Cardiomyopathies	4.392553420039799	4
D001766	Blindness	D002311	Cardiomyopathy, Dilated	4.392553420039799	4
D001766	Blindness	D020215	Carotid Artery, Internal, Dissection	3.294415065029849	3
D001766	Blindness	D003324	Coronary Artery Disease	1.0981383550099495	1
D001766	Blindness	D003327	Coronary Disease	1.0981383550099495	1
D001766	Blindness	D003371	Cough	3.294415065029849	3
D001766	Blindness	D003453	Cryptococcosis	9.883245195089547	9
D001766	Blindness	D003550	Cystic Fibrosis	1.0981383550099495	1
D001766	Blindness	D003920	Diabetes Mellitus	31.84601229528855	29
D001766	Blindness	D003922	Diabetes Mellitus, Type 1	69.18271636562683	63
D001766	Blindness	D003924	Diabetes Mellitus, Type 2	50.51436433045769	46
D001766	Blindness	D016883	Diabetic Ketoacidosis	2.1962767100198994	2
D001766	Blindness	D004417	Dyspnea	1.0981383550099495	1
D001766	Blindness	D004696	Endocarditis	2.1962767100198994	2
D001766	Blindness	D004844	Epistaxis	13.177660260119396	12
D001766	Blindness	D006333	Heart Failure	3.294415065029849	3
D001766	Blindness	D006344	Heart Septal Defects, Atrial	1.0981383550099495	1
D001766	Blindness	D006469	Hemoptysis	1.0981383550099495	1
D001766	Blindness	D006660	Histoplasmosis	3.294415065029849	3
D001766	Blindness	D006973	Hypertension	36.23856571532834	33
D001766	Blindness	D006976	Hypertension, Pulmonary	2.1962767100198994	2
D001766	Blindness	D007022	Hypotension	14.275798615129347	13
D001766	Blindness	D007024	Hypotension, Orthostatic	2.1962767100198994	2
D001766	Blindness	D054990	Idiopathic Pulmonary Fibrosis	1.0981383550099495	1
D001766	Blindness	D008175	Lung Neoplasms	13.177660260119396	12
D001766	Blindness	D008944	Mitral Valve Insufficiency	2.1962767100198994	2
D001766	Blindness	D009164	Mycobacterium Infections	1.0981383550099495	1
D001766	Blindness	D009181	Mycoses	8.785106840079598	8
D001766	Blindness	D009203	Myocardial Infarction	7.686968485069648	7
D001766	Blindness	D017202	Myocardial Ischemia	1.0981383550099495	1
D001766	Blindness	D009298	Nasal Polyps	2.1962767100198994	2
D001766	Blindness	D009303	Nasopharyngeal Neoplasms	14.275798615129347	13
D001766	Blindness	D009362	Neoplasm Metastasis	3.294415065029849	3
D001766	Blindness	D009382	Neoplasms, Unknown Primary	2.1962767100198994	2
D001766	Blindness	D009617	Nocardia Infections	1.0981383550099495	1
D001766	Blindness	D009765	Obesity	10.9813835500995	10
D001766	Blindness	D010018	Osteomalacia	1.0981383550099495	1
D001766	Blindness	D010019	Osteomyelitis	1.0981383550099495	1
D001766	Blindness	D010024	Osteoporosis	14.275798615129347	13
D001766	Blindness	D016491	Peripheral Vascular Diseases	2.1962767100198994	2
D001766	Blindness	D018410	Pneumonia, Bacterial	1.0981383550099495	1
D001766	Blindness	D011081	Polychondritis, Relapsing	2.1962767100198994	2
D001766	Blindness	D011111	Polymyalgia Rheumatica	24.159043810218893	22
D001766	Blindness	D029424	Pulmonary Disease, Chronic Obstructive	1.0981383550099495	1
D001766	Blindness	D011655	Pulmonary Embolism	4.392553420039799	4
D001766	Blindness	D011928	Raynaud Disease	1.0981383550099495	1
D001766	Blindness	D012120	Respiration Disorders	3.294415065029849	3
D001766	Blindness	D012128	Respiratory Distress Syndrome, Adult	2.1962767100198994	2
D001766	Blindness	D012127	Respiratory Distress Syndrome, Newborn	4.392553420039799	4
D001766	Blindness	D012131	Respiratory Insufficiency	2.1962767100198994	2
D001766	Blindness	D012214	Rheumatic Heart Disease	1.0981383550099495	1
D001766	Blindness	D006255	Rhinitis, Allergic, Seasonal	1.0981383550099495	1
D001766	Blindness	D017565	Sarcoidosis, Pulmonary	1.0981383550099495	1
D001766	Blindness	D012806	Siderosis	2.1962767100198994	2
D001766	Blindness	D012852	Sinusitis	38.43484242534824	35
D001766	Blindness	D020181	Sleep Apnea, Obstructive	1.0981383550099495	1
D001766	Blindness	D012893	Sleep Disorders	29.649735585268644	27
D001766	Blindness	D014123	Toxoplasmosis	1.0981383550099495	1
D001766	Blindness	D014376	Tuberculosis	1.0981383550099495	1
D001766	Blindness	D014397	Tuberculosis, Pulmonary	5.49069177504975	5
D001766	Blindness	D014648	Varicose Veins	1.0981383550099495	1
D001766	Blindness	D020217	Vertebral Artery Dissection	2.1962767100198994	2
D001766	Blindness	D014917	Whooping Cough	1.0981383550099495	1
D019575	Blindness, Cortical	D001249	Asthma	5.889352060504117	2
D019575	Blindness, Cortical	D001987	Bronchiectasis	2.9446760302520585	1
D019575	Blindness, Cortical	D006469	Hemoptysis	5.889352060504117	2
D019575	Blindness, Cortical	D006973	Hypertension	8.834028090756178	3
