CasRN	ChemicalName	DiseaseID	DiseaseName	Score
3964-81-6	azatadine	D006255	Rhinitis, Allergic, Seasonal	0.0
446-86-6	Azathioprine	D001172	Arthritis, Rheumatoid	0.0
446-86-6	Azathioprine	D002311	Cardiomyopathy, Dilated	0.0
446-86-6	Azathioprine	D006333	Heart Failure	0.0
446-86-6	Azathioprine	D009205	Myocarditis	0.0
58581-89-8	azelastine	D006255	Rhinitis, Allergic, Seasonal	0.0
149888-94-8	azimilide	D001145	Arrhythmias, Cardiac	0.0
149888-94-8	azimilide	D009203	Myocardial Infarction	0.0
83905-01-5	Azithromycin	D029481	Bronchitis, Chronic	0.0
83905-01-5	Azithromycin	D007251	Influenza, Human	0.0
83905-01-5	Azithromycin	D009164	Mycobacterium Infections	0.0
83905-01-5	Azithromycin	D018410	Pneumonia, Bacterial	0.0
83905-01-5	Azithromycin	D012141	Respiratory Tract Infections	0.0
131860-33-8	azoxystrobin	D009765	Obesity	0.0
78110-38-0	Aztreonam	D003550	Cystic Fibrosis	0.0
1134-47-0	Baclofen	D007022	Hypotension	0.0
491-67-8	baicalein	D008175	Lung Neoplasms	0.0
81732-65-2	bambuterol	D001249	Asthma	0.0
81732-65-2	bambuterol	D029424	Pulmonary Disease, Chronic Obstructive	0.0
4419-39-0	Beclomethasone	D001249	Asthma	0.0
4419-39-0	Beclomethasone	D016535	Bronchial Hyperreactivity	0.0
4419-39-0	Beclomethasone	D029481	Bronchitis, Chronic	0.0
4419-39-0	Beclomethasone	D004417	Dyspnea	0.0
4419-39-0	Beclomethasone	D009362	Neoplasm Metastasis	0.0
4419-39-0	Beclomethasone	D029424	Pulmonary Disease, Chronic Obstructive	0.0
4419-39-0	Beclomethasone	D011654	Pulmonary Edema	0.0
4419-39-0	Beclomethasone	D011657	Pulmonary Eosinophilia	0.0
4419-39-0	Beclomethasone	D006255	Rhinitis, Allergic, Seasonal	0.0
4419-39-0	Beclomethasone	D012852	Sinusitis	0.0
86541-75-5	benazepril	D050197	Atherosclerosis	0.0
86541-75-5	benazepril	D001281	Atrial Fibrillation	0.0
86541-75-5	benazepril	D002311	Cardiomyopathy, Dilated	0.0
86541-75-5	benazepril	D006333	Heart Failure	0.0
86541-75-5	benazepril	D006973	Hypertension	0.0
86541-75-5	benazepril	D017202	Myocardial Ischemia	0.0
86541-75-5	benazepril	D009400	Nephrosclerosis	0.0
89747-91-1	benazeprilat	D006973	Hypertension	0.0
73-48-3	Bendroflumethiazide	D006333	Heart Failure	0.0
73-48-3	Bendroflumethiazide	D006973	Hypertension	0.0
105979-17-7	benidipine	D003924	Diabetes Mellitus, Type 2	0.0
105979-17-7	benidipine	D006973	Hypertension	0.0
5003-48-5	benorilate	D001172	Arthritis, Rheumatoid	0.0
322-35-0	Benserazide	D001145	Arrhythmias, Cardiac	0.0
322-35-0	Benserazide	D007022	Hypotension	0.0
322-35-0	Benserazide	D007024	Hypotension, Orthostatic	0.0
3562-84-3	Benzbromarone	D006073	Gout	0.0
12794-10-4	Benzodiazepines	D002311	Cardiomyopathy, Dilated	0.0
12794-10-4	Benzodiazepines	D017202	Myocardial Ischemia	0.0
100-51-6	Benzyl Alcohol	D001145	Arrhythmias, Cardiac	0.0
2211-57-6	benzylguanidine	D006973	Hypertension	0.0
114776-28-2	bepafant	D014693	Ventricular Fibrillation	0.0
64706-54-3	Bepridil	D000787	Angina Pectoris	0.0
64706-54-3	Bepridil	D001145	Arrhythmias, Cardiac	0.0
64706-54-3	Bepridil	D001281	Atrial Fibrillation	0.0
64706-54-3	Bepridil	D006332	Cardiomegaly	0.0
64706-54-3	Bepridil	D006973	Hypertension	0.0
64706-54-3	Bepridil	D017180	Tachycardia, Ventricular	0.0
64706-54-3	Bepridil	D014693	Ventricular Fibrillation	0.0
108778-82-1	beractant	D012128	Respiratory Distress Syndrome	0.0
88430-50-6	beraprost	D006976	Hypertension, Pulmonary	0.0
88430-50-6	beraprost	D011655	Pulmonary Embolism	0.0
2086-83-1	Berberine	D003920	Diabetes Mellitus	0.0
2086-83-1	Berberine	D003924	Diabetes Mellitus, Type 2	0.0
2086-83-1	Berberine	D006973	Hypertension	0.0
2086-83-1	Berberine	D010024	Osteoporosis	0.0
7235-40-7	beta Carotene	D001145	Arrhythmias, Cardiac	0.0
7235-40-7	beta Carotene	D008175	Lung Neoplasms	0.0
6051-87-2	beta-Naphthoflavone	D011654	Pulmonary Edema	0.0
5638-76-6	Betahistine	D050197	Atherosclerosis	0.0
107-43-7	Betaine	D009203	Myocardial Infarction	0.0
107-43-7	Betaine	D017202	Myocardial Ischemia	0.0
378-44-9	Betamethasone	D001172	Arthritis, Rheumatoid	0.0
378-44-9	Betamethasone	D012127	Respiratory Distress Syndrome, Newborn	0.0
378-44-9	Betamethasone	D012141	Respiratory Tract Infections	0.0
63659-18-7	Betaxolol	D000787	Angina Pectoris	0.0
63659-18-7	Betaxolol	D001145	Arrhythmias, Cardiac	0.0
63659-18-7	Betaxolol	D006973	Hypertension	0.0
55-73-2	Bethanidine	D006973	Hypertension	0.0
55-73-2	Bethanidine	D017180	Tachycardia, Ventricular	0.0
55-73-2	Bethanidine	D014693	Ventricular Fibrillation	0.0
472-15-1	betulinic acid	D009362	Neoplasm Metastasis	0.0
59170-23-9	bevantolol	D006973	Hypertension	0.0
41859-67-0	Bezafibrate	D050197	Atherosclerosis	0.0
41859-67-0	Bezafibrate	D003324	Coronary Artery Disease	0.0
41859-67-0	Bezafibrate	D003920	Diabetes Mellitus	0.0
41859-67-0	Bezafibrate	D003924	Diabetes Mellitus, Type 2	0.0
41859-67-0	Bezafibrate	D009203	Myocardial Infarction	0.0
41859-67-0	Bezafibrate	D009765	Obesity	0.0
485-49-4	Bicuculline	D007022	Hypotension	0.0
515-69-5	bisabolol	D009203	Myocardial Infarction	0.0
66722-44-9	Bisoprolol	D000787	Angina Pectoris	0.0
66722-44-9	Bisoprolol	D001281	Atrial Fibrillation	0.0
66722-44-9	Bisoprolol	D009202	Cardiomyopathies	0.0
66722-44-9	Bisoprolol	D006333	Heart Failure	0.0
66722-44-9	Bisoprolol	D006973	Hypertension	0.0
66722-44-9	Bisoprolol	D009203	Myocardial Infarction	0.0
66722-44-9	Bisoprolol	D018879	Ventricular Premature Complexes	0.0
80-05-7	bisphenol A	D006973	Hypertension	0.0
80-05-7	bisphenol A	D009765	Obesity	0.0
30392-40-6	bitolterol	D001249	Asthma	0.0
128270-60-0	bivalirudin	D017202	Myocardial Ischemia	0.0
11056-06-7	Bleomycin	D007822	Laryngeal Neoplasms	0.0
11056-06-7	Bleomycin	D008175	Lung Neoplasms	0.0
135472-91-2	BN 52256	D014693	Ventricular Fibrillation	0.0
69010-88-4	bopindolol	D006973	Hypertension	0.0
11113-50-1	boric acid	D009202	Cardiomyopathies	0.0
7440-42-8	Boron	D011654	Pulmonary Edema	0.0
7184-60-3	borrelidin	D009181	Mycoses	0.0
7184-60-3	borrelidin	D009362	Neoplasm Metastasis	0.0
147536-97-8	Bosentan	D006333	Heart Failure	0.0
147536-97-8	Bosentan	D006973	Hypertension	0.0
147536-97-8	Bosentan	D006976	Hypertension, Pulmonary	0.0
147536-97-8	Bosentan	D007022	Hypotension	0.0
147536-97-8	Bosentan	D009203	Myocardial Infarction	0.0
39715-02-1	BQ 22-708	D006973	Hypertension	0.0
138866-14-5	bradykinin, 1-adamantanecarboxylic acid-Arg(0)-Hyp(3)-Thi(5,8)-Phe(7)-	D007022	Hypotension	0.0
600-76-0	brazilein	D009362	Neoplasm Metastasis	0.0
104051-20-9	brefanolol	D006973	Hypertension	0.0
59-41-6	bretylium	D017180	Tachycardia, Ventricular	0.0
59-41-6	bretylium	D014693	Ventricular Fibrillation	0.0
61-75-6	Bretylium Tosylate	D001145	Arrhythmias, Cardiac	0.0
61-75-6	Bretylium Tosylate	D017180	Tachycardia, Ventricular	0.0
61-75-6	Bretylium Tosylate	D014693	Ventricular Fibrillation	0.0
1812-30-2	Bromazepam	D006973	Hypertension	0.0
16170-76-6	bromebric acid	D008175	Lung Neoplasms	0.0
25614-03-3	Bromocriptine	D006333	Heart Failure	0.0
25614-03-3	Bromocriptine	D006973	Hypertension	0.0
25614-03-3	Bromocriptine	D017180	Tachycardia, Ventricular	0.0
357-57-3	brucine	D009362	Neoplasm Metastasis	0.0
65002-17-7	bucillamine	D001172	Arthritis, Rheumatoid	0.0
70369-47-0	bucindolol	D006333	Heart Failure	0.0
58409-59-9	bucumolol	D001145	Arrhythmias, Cardiac	0.0
51333-22-3	Budesonide	D001249	Asthma	0.0
51333-22-3	Budesonide	D016535	Bronchial Hyperreactivity	0.0
51333-22-3	Budesonide	D004417	Dyspnea	0.0
51333-22-3	Budesonide	D008175	Lung Neoplasms	0.0
51333-22-3	Budesonide	D015508	Nasal Obstruction	0.0
51333-22-3	Budesonide	D011654	Pulmonary Edema	0.0
51333-22-3	Budesonide	D011657	Pulmonary Eosinophilia	0.0
51333-22-3	Budesonide	D006255	Rhinitis, Allergic, Seasonal	0.0
51333-22-3	Budesonide	D012893	Sleep Wake Disorders	0.0
30103-44-7	bumecain	D014693	Ventricular Fibrillation	0.0
28395-03-1	Bumetanide	D004417	Dyspnea	0.0
28395-03-1	Bumetanide	D006333	Heart Failure	0.0
28395-03-1	Bumetanide	D006973	Hypertension	0.0
28395-03-1	Bumetanide	D017202	Myocardial Ischemia	0.0
80755-51-7	bunazosin	D006973	Hypertension	0.0
80755-51-7	bunazosin	D009203	Myocardial Infarction	0.0
80755-51-7	bunazosin	D017202	Myocardial Ischemia	0.0
2180-92-9	Bupivacaine	D017202	Myocardial Ischemia	0.0
2180-92-9	Bupivacaine	D017180	Tachycardia, Ventricular	0.0
23284-25-5	Bupranolol	D006973	Hypertension	0.0
52485-79-7	Buprenorphine	D009203	Myocardial Infarction	0.0
52485-79-7	Buprenorphine	D012131	Respiratory Insufficiency	0.0
497-23-4	butenolide	D008175	Lung Neoplasms	0.0
5072-26-4	Buthionine Sulfoximine	D008175	Lung Neoplasms	0.0
25013-16-5	Butylated Hydroxyanisole	D006976	Hypertension, Pulmonary	0.0
128-37-0	Butylated Hydroxytoluene	D001145	Arrhythmias, Cardiac	0.0
128-37-0	Butylated Hydroxytoluene	D009202	Cardiomyopathies	0.0
107-92-6	Butyric Acid	D008175	Lung Neoplasms	0.0
64241-34-5	cadralazine	D006973	Hypertension	0.0
331-39-5	caffeic acid	D050197	Atherosclerosis	0.0
331-39-5	caffeic acid	D009203	Myocardial Infarction	0.0
104594-70-9	caffeic acid phenethyl ester	D009203	Myocardial Infarction	0.0
104594-70-9	caffeic acid phenethyl ester	D009362	Neoplasm Metastasis	0.0
104594-70-9	caffeic acid phenethyl ester	D010024	Osteoporosis	0.0
58-08-2	Caffeine	D006973	Hypertension	0.0
58-08-2	Caffeine	D007022	Hypotension	0.0
58-08-2	Caffeine	D008175	Lung Neoplasms	0.0
58-08-2	Caffeine	D017202	Myocardial Ischemia	0.0
58-08-2	Caffeine	D009765	Obesity	0.0
19356-17-3	Calcifediol	D010018	Osteomalacia	0.0
32222-06-3	Calcitriol	D006332	Cardiomegaly	0.0
32222-06-3	Calcitriol	D003922	Diabetes Mellitus, Type 1	0.0
32222-06-3	Calcitriol	D006973	Hypertension	0.0
32222-06-3	Calcitriol	D008175	Lung Neoplasms	0.0
32222-06-3	Calcitriol	D010018	Osteomalacia	0.0
32222-06-3	Calcitriol	D015663	Osteoporosis, Postmenopausal	0.0
32222-06-3	Calcitriol	D011654	Pulmonary Edema	0.0
32222-06-3	Calcitriol	D012141	Respiratory Tract Infections	0.0
7440-70-2	Calcium	D001145	Arrhythmias, Cardiac	0.0
7440-70-2	Calcium	D009202	Cardiomyopathies	0.0
7440-70-2	Calcium	D006973	Hypertension	0.0
7440-70-2	Calcium	D007022	Hypotension	0.0
7440-70-2	Calcium	D010024	Osteoporosis	0.0
7440-70-2	Calcium	D015663	Osteoporosis, Postmenopausal	0.0
471-34-1	Calcium Carbonate	D010024	Osteoporosis	0.0
10043-52-4	Calcium Chloride	D001145	Arrhythmias, Cardiac	0.0
10043-52-4	Calcium Chloride	D006973	Hypertension	0.0
10043-52-4	Calcium Chloride	D007022	Hypotension	0.0
10043-52-4	Calcium Chloride	D014693	Ventricular Fibrillation	0.0
299-28-5	Calcium Gluconate	D054537	Atrioventricular Block	0.0
299-28-5	Calcium Gluconate	D007022	Hypotension	0.0
299-28-5	Calcium Gluconate	D008133	Long QT Syndrome	0.0
299-28-5	Calcium Gluconate	D011654	Pulmonary Edema	0.0
299-28-5	Calcium Gluconate	D013617	Tachycardia, Supraventricular	0.0
37270-89-6	calcium heparin	D020246	Venous Thrombosis	0.0
76-22-2	Camphor	D003371	Cough	0.0
139481-59-7	candesartan	D006332	Cardiomegaly	0.0
139481-59-7	candesartan	D009202	Cardiomyopathies	0.0
139481-59-7	candesartan	D002312	Cardiomyopathy, Hypertrophic	0.0
139481-59-7	candesartan	D006333	Heart Failure	0.0
139481-59-7	candesartan	D006973	Hypertension	0.0
145040-37-5	candesartan cilexetil	D006332	Cardiomegaly	0.0
145040-37-5	candesartan cilexetil	D002311	Cardiomyopathy, Dilated	0.0
145040-37-5	candesartan cilexetil	D006333	Heart Failure	0.0
145040-37-5	candesartan cilexetil	D006973	Hypertension	0.0
289499-45-2	Canertinib	D008175	Lung Neoplasms	0.0
13956-29-1	Cannabidiol	D009362	Neoplasm Metastasis	0.0
4138-96-9	Canrenoic Acid	D006973	Hypertension	0.0
4138-96-9	Canrenoic Acid	D009765	Obesity	0.0
4138-96-9	Canrenoic Acid	D017180	Tachycardia, Ventricular	0.0
976-71-6	Canrenone	D006973	Hypertension	0.0
56-25-7	Cantharidin	D008175	Lung Neoplasms	0.0
11003-38-6	Capreomycin	D014376	Tuberculosis	0.0
11003-38-6	Capreomycin	D014397	Tuberculosis, Pulmonary	0.0
404-86-4	Capsaicin	D050197	Atherosclerosis	0.0
404-86-4	Capsaicin	D006973	Hypertension	0.0
404-86-4	Capsaicin	D008175	Lung Neoplasms	0.0
404-86-4	Capsaicin	D009765	Obesity	0.0
404-86-4	Capsaicin	D010003	Osteoarthritis	0.0
62571-86-2	Captopril	D006333	Heart Failure	0.0
298-46-4	Carbamazepine	D009362	Neoplasm Metastasis	0.0
298-46-4	Carbamazepine	D012893	Sleep Wake Disorders	0.0
38821-49-7	Carbidopa	D001145	Arrhythmias, Cardiac	0.0
38821-49-7	Carbidopa	D006973	Hypertension	0.0
38821-49-7	Carbidopa	D007022	Hypotension	0.0
22232-54-8	Carbimazole	D001249	Asthma	0.0
2387-59-9	Carbocysteine	D029424	Pulmonary Disease, Chronic Obstructive	0.0
630-08-0	Carbon Monoxide	D009202	Cardiomyopathies	0.0
630-08-0	Carbon Monoxide	D006973	Hypertension	0.0
41575-94-4	Carboplatin	D008175	Lung Neoplasms	0.0
41575-94-4	Carboplatin	D009303	Nasopharyngeal Neoplasms	0.0
41575-94-4	Carboplatin	D009362	Neoplasm Metastasis	0.0
41575-94-4	Carboplatin	D009382	Neoplasms, Unknown Primary	0.0
154-93-8	Carmustine	D008175	Lung Neoplasms	0.0
154-93-8	Carmustine	D009362	Neoplasm Metastasis	0.0
305-84-0	Carnosine	D050197	Atherosclerosis	0.0
51781-06-7	Carteolol	D001145	Arrhythmias, Cardiac	0.0
51781-06-7	Carteolol	D006973	Hypertension	0.0
51781-06-7	Carteolol	D014693	Ventricular Fibrillation	0.0
72956-09-3	Carvedilol	D000787	Angina Pectoris	0.0
72956-09-3	Carvedilol	D001022	Aortic Valve Insufficiency	0.0
72956-09-3	Carvedilol	D001145	Arrhythmias, Cardiac	0.0
72956-09-3	Carvedilol	D001281	Atrial Fibrillation	0.0
72956-09-3	Carvedilol	D006332	Cardiomegaly	0.0
72956-09-3	Carvedilol	D009202	Cardiomyopathies	0.0
72956-09-3	Carvedilol	D002310	Cardiomyopathy, Alcoholic	0.0
72956-09-3	Carvedilol	D002311	Cardiomyopathy, Dilated	0.0
72956-09-3	Carvedilol	D002312	Cardiomyopathy, Hypertrophic	0.0
72956-09-3	Carvedilol	D006333	Heart Failure	0.0
72956-09-3	Carvedilol	D006973	Hypertension	0.0
72956-09-3	Carvedilol	D006976	Hypertension, Pulmonary	0.0
72956-09-3	Carvedilol	D007022	Hypotension	0.0
72956-09-3	Carvedilol	D009203	Myocardial Infarction	0.0
72956-09-3	Carvedilol	D017202	Myocardial Ischemia	0.0
72956-09-3	Carvedilol	D009205	Myocarditis	0.0
72956-09-3	Carvedilol	D017180	Tachycardia, Ventricular	0.0
72956-09-3	Carvedilol	D014693	Ventricular Fibrillation	0.0
154-23-4	Catechin	D050197	Atherosclerosis	0.0
154-23-4	Catechin	D009203	Myocardial Infarction	0.0
154-23-4	Catechin	D009362	Neoplasm Metastasis	0.0
162542-90-7	CDP 840	D011657	Pulmonary Eosinophilia	0.0
53994-73-3	Cefaclor	D012141	Respiratory Tract Infections	0.0
53994-73-3	Cefaclor	D012852	Sinusitis	0.0
50370-12-2	Cefadroxil	D012141	Respiratory Tract Infections	0.0
34444-01-4	Cefamandole	D004696	Endocarditis	0.0
25953-19-9	Cefazolin	D010019	Osteomyelitis	0.0
76610-84-9	cefbuperazone	D001991	Bronchitis	0.0
76610-84-9	cefbuperazone	D014069	Tonsillitis	0.0
76610-84-9	cefbuperazone	D014917	Whooping Cough	0.0
88040-23-7	Cefepime	D010019	Osteomyelitis	0.0
79350-37-1	Cefixime	D001991	Bronchitis	0.0
79350-37-1	Cefixime	D012141	Respiratory Tract Infections	0.0
79350-37-1	Cefixime	D014069	Tonsillitis	0.0
69739-16-8	cefodizime	D018410	Pneumonia, Bacterial	0.0
63527-52-6	Cefotaxime	D018410	Pneumonia, Bacterial	0.0
69712-56-7	Cefotetan	D010019	Osteomyelitis	0.0
84957-29-9	cefpirome	D010019	Osteomyelitis	0.0
84957-29-9	cefpirome	D018410	Pneumonia, Bacterial	0.0
82619-04-3	cefpodoxime	D003371	Cough	0.0
78439-06-2	Ceftazidime	D010019	Osteomyelitis	0.0
78439-06-2	Ceftazidime	D018410	Pneumonia, Bacterial	0.0
73384-59-5	Ceftriaxone	D002311	Cardiomyopathy, Dilated	0.0
73384-59-5	Ceftriaxone	D009617	Nocardia Infections	0.0
73384-59-5	Ceftriaxone	D010019	Osteomyelitis	0.0
73384-59-5	Ceftriaxone	D018410	Pneumonia, Bacterial	0.0
73384-59-5	Ceftriaxone	D012141	Respiratory Tract Infections	0.0
73384-59-5	Ceftriaxone	D014069	Tonsillitis	0.0
64544-07-6	cefuroxime axetil	D029481	Bronchitis, Chronic	0.0
56980-93-9	Celiprolol	D000787	Angina Pectoris	0.0
56980-93-9	Celiprolol	D001145	Arrhythmias, Cardiac	0.0
56980-93-9	Celiprolol	D006333	Heart Failure	0.0
56980-93-9	Celiprolol	D017180	Tachycardia, Ventricular	0.0
401925-43-7	celivarone	D006973	Hypertension	0.0
15686-71-2	Cephalexin	D012852	Sinusitis	0.0
34919-98-7	cetamolol	D008133	Long QT Syndrome	0.0
34919-98-7	cetamolol	D017180	Tachycardia, Ventricular	0.0
83881-51-0	Cetirizine	D006255	Rhinitis, Allergic, Seasonal	0.0
6899-10-1	Cetrimonium	D006973	Hypertension	0.0
135689-23-5	CGP 48369	D006973	Hypertension	0.0
154116-31-1	CGS 26303	D006333	Heart Failure	0.0
94-41-7	Chalcone	D008175	Lung Neoplasms	0.0
16291-96-6	Charcoal	D008133	Long QT Syndrome	0.0
474-25-9	Chenodeoxycholic Acid	D014376	Tuberculosis	0.0
15879-93-3	Chloralose	D006973	Hypertension	0.0
305-03-3	Chlorambucil	D001172	Arthritis, Rheumatoid	0.0
56-75-7	Chloramphenicol	D010019	Osteomyelitis	0.0
7701-62-4	Chlorisondamine	D006973	Hypertension	0.0
80-77-3	Chlormezanone	D001172	Arthritis, Rheumatoid	0.0
327-97-9	Chlorogenic Acid	D006332	Cardiomegaly	0.0
327-97-9	Chlorogenic Acid	D009362	Neoplasm Metastasis	0.0
54-05-7	Chloroquine	D001172	Arthritis, Rheumatoid	0.0
54-05-7	Chloroquine	D045169	Severe Acute Respiratory Syndrome	0.0
50-63-5	chloroquine diphosphate	D001172	Arthritis, Rheumatoid	0.0
50-63-5	chloroquine diphosphate	D045169	Severe Acute Respiratory Syndrome	0.0
58-94-6	Chlorothiazide	D006973	Hypertension	0.0
58-94-6	Chlorothiazide	D020246	Venous Thrombosis	0.0
54749-90-5	chlorozotocin	D008175	Lung Neoplasms	0.0
132-22-9	Chlorpheniramine	D011654	Pulmonary Edema	0.0
132-22-9	Chlorpheniramine	D012131	Respiratory Insufficiency	0.0
132-22-9	Chlorpheniramine	D012141	Respiratory Tract Infections	0.0
132-22-9	Chlorpheniramine	D006255	Rhinitis, Allergic, Seasonal	0.0
132-22-9	Chlorpheniramine	D014693	Ventricular Fibrillation	0.0
50-53-3	Chlorpromazine	D006973	Hypertension	0.0
94-20-2	Chlorpropamide	D003920	Diabetes Mellitus	0.0
94-20-2	Chlorpropamide	D003924	Diabetes Mellitus, Type 2	0.0
77-36-1	Chlorthalidone	D006332	Cardiomegaly	0.0
77-36-1	Chlorthalidone	D006973	Hypertension	0.0
67-97-0	Cholecalciferol	D010018	Osteomalacia	0.0
67-97-0	Cholecalciferol	D015663	Osteoporosis, Postmenopausal	0.0
7440-47-3	Chromium	D050197	Atherosclerosis	0.0
7440-47-3	Chromium	D003924	Diabetes Mellitus, Type 2	0.0
7440-47-3	Chromium	D006973	Hypertension	0.0
804-10-4	Chromonar	D001145	Arrhythmias, Cardiac	0.0
804-10-4	Chromonar	D054537	Atrioventricular Block	0.0
804-10-4	Chromonar	D006333	Heart Failure	0.0
804-10-4	Chromonar	D007022	Hypotension	0.0
480-40-0	chrysin	D006332	Cardiomegaly	0.0
480-40-0	chrysin	D006976	Hypertension, Pulmonary	0.0
480-40-0	chrysin	D008175	Lung Neoplasms	0.0
480-40-0	chrysin	D011654	Pulmonary Edema	0.0
54063-29-5	cicarperone	D014693	Ventricular Fibrillation	0.0
29342-05-0	Ciclopirox	D002177	Candidiasis	0.0
53267-01-9	cifenline	D001145	Arrhythmias, Cardiac	0.0
53267-01-9	cifenline	D001281	Atrial Fibrillation	0.0
74772-77-3	ciglitazone	D008175	Lung Neoplasms	0.0
74772-77-3	ciglitazone	D009203	Myocardial Infarction	0.0
74772-77-3	ciglitazone	D009362	Neoplasm Metastasis	0.0
92077-78-6	Cilazapril	D000787	Angina Pectoris	0.0
92077-78-6	Cilazapril	D001022	Aortic Valve Insufficiency	0.0
92077-78-6	Cilazapril	D006332	Cardiomegaly	0.0
92077-78-6	Cilazapril	D009202	Cardiomyopathies	0.0
92077-78-6	Cilazapril	D006333	Heart Failure	0.0
92077-78-6	Cilazapril	D006973	Hypertension	0.0
92077-78-6	Cilazapril	D006976	Hypertension, Pulmonary	0.0
132203-70-4	cilnidipine	D006332	Cardiomegaly	0.0
132203-70-4	cilnidipine	D006973	Hypertension	0.0
73963-72-1	Cilostazol	D006333	Heart Failure	0.0
73963-72-1	Cilostazol	D009203	Myocardial Infarction	0.0
138330-18-4	cimadronate	D009362	Neoplasm Metastasis	0.0
51481-61-9	Cimetidine	D007022	Hypotension	0.0
298-57-7	Cinnarizine	D014693	Ventricular Fibrillation	0.0
28657-80-9	Cinoxacin	D012141	Respiratory Tract Infections	0.0
85721-33-1	Ciprofloxacin	D029481	Bronchitis, Chronic	0.0
85721-33-1	Ciprofloxacin	D003550	Cystic Fibrosis	0.0
85721-33-1	Ciprofloxacin	D008175	Lung Neoplasms	0.0
85721-33-1	Ciprofloxacin	D009164	Mycobacterium Infections	0.0
85721-33-1	Ciprofloxacin	D010019	Osteomyelitis	0.0
85721-33-1	Ciprofloxacin	D018410	Pneumonia, Bacterial	0.0
85721-33-1	Ciprofloxacin	D014123	Toxoplasmosis	0.0
85721-33-1	Ciprofloxacin	D014376	Tuberculosis	0.0
15663-27-1	Cisplatin	D008175	Lung Neoplasms	0.0
15663-27-1	Cisplatin	D009164	Mycobacterium Infections	0.0
15663-27-1	Cisplatin	D009303	Nasopharyngeal Neoplasms	0.0
15663-27-1	Cisplatin	D009362	Neoplasm Metastasis	0.0
15663-27-1	Cisplatin	D010997	Pleural Neoplasms	0.0
15663-27-1	Cisplatin	D014134	Tracheal Neoplasms	0.0
59729-33-8	Citalopram	D001145	Arrhythmias, Cardiac	0.0
59729-33-8	Citalopram	D009362	Neoplasm Metastasis	0.0
59729-33-8	Citalopram	D012893	Sleep Wake Disorders	0.0
106-23-0	citronellal	D002177	Candidiasis	0.0
4291-63-8	Cladribine	D008175	Lung Neoplasms	0.0
81103-11-9	Clarithromycin	D001281	Atrial Fibrillation	0.0
81103-11-9	Clarithromycin	D001991	Bronchitis	0.0
81103-11-9	Clarithromycin	D029481	Bronchitis, Chronic	0.0
81103-11-9	Clarithromycin	D003371	Cough	0.0
81103-11-9	Clarithromycin	D009164	Mycobacterium Infections	0.0
81103-11-9	Clarithromycin	D018410	Pneumonia, Bacterial	0.0
81103-11-9	Clarithromycin	D029424	Pulmonary Disease, Chronic Obstructive	0.0
81103-11-9	Clarithromycin	D012141	Respiratory Tract Infections	0.0
81103-11-9	Clarithromycin	D012852	Sinusitis	0.0
81103-11-9	Clarithromycin	D014397	Tuberculosis, Pulmonary	0.0
15686-51-8	Clemastine	D003139	Common Cold	0.0
111659-76-8	clentiazem	D009202	Cardiomyopathies	0.0
18323-44-9	Clindamycin	D018410	Pneumonia, Bacterial	0.0
18323-44-9	Clindamycin	D012141	Respiratory Tract Infections	0.0
10596-23-3	Clodronic Acid	D016535	Bronchial Hyperreactivity	0.0
10596-23-3	Clodronic Acid	D009362	Neoplasm Metastasis	0.0
637-07-0	Clofibrate	D000787	Angina Pectoris	0.0
637-07-0	Clofibrate	D050197	Atherosclerosis	0.0
637-07-0	Clofibrate	D003327	Coronary Disease	0.0
637-07-0	Clofibrate	D016883	Diabetic Ketoacidosis	0.0
637-07-0	Clofibrate	D006973	Hypertension	0.0
637-07-0	Clofibrate	D009203	Myocardial Infarction	0.0
637-07-0	Clofibrate	D009362	Neoplasm Metastasis	0.0
68379-02-2	clofilium	D014693	Ventricular Fibrillation	0.0
1622-61-3	Clonazepam	D012893	Sleep Wake Disorders	0.0
4205-90-7	Clonidine	D001145	Arrhythmias, Cardiac	0.0
4205-90-7	Clonidine	D006973	Hypertension	0.0
4205-90-7	Clonidine	D007022	Hypotension	0.0
4205-90-7	Clonidine	D007024	Hypotension, Orthostatic	0.0
4205-90-7	Clonidine	D017202	Myocardial Ischemia	0.0
4205-90-7	Clonidine	D012893	Sleep Wake Disorders	0.0
4205-90-7	Clonidine	D013617	Tachycardia, Supraventricular	0.0
636-54-4	Clopamide	D006973	Hypertension	0.0
17780-72-2	Clorgyline	D007022	Hypotension	0.0
23593-75-1	Clotrimazole	D001228	Aspergillosis	0.0
23593-75-1	Clotrimazole	D002177	Candidiasis	0.0
23593-75-1	Clotrimazole	D008175	Lung Neoplasms	0.0
23593-75-1	Clotrimazole	D009181	Mycoses	0.0
23593-75-1	Clotrimazole	D009362	Neoplasm Metastasis	0.0
14325-03-2	cobaltiprotoporphyrin	D006332	Cardiomegaly	0.0
14325-03-2	cobaltiprotoporphyrin	D006973	Hypertension	0.0
14325-03-2	cobaltiprotoporphyrin	D009765	Obesity	0.0
7646-79-9	cobaltous chloride	D006973	Hypertension	0.0
7646-79-9	cobaltous chloride	D009203	Myocardial Infarction	0.0
50-36-2	Cocaine	D004844	Epistaxis	0.0
8001-69-2	Cod Liver Oil	D006973	Hypertension	0.0
8001-69-2	Cod Liver Oil	D014693	Ventricular Fibrillation	0.0
76-57-3	Codeine	D003371	Cough	0.0
64-86-8	Colchicine	D015535	Arthritis, Psoriatic	0.0
