DiseaseID	DiseaseName	CasRN	ChemicalName	Score
D050197	Atherosclerosis	989-51-5	epigallocatechin gallate	0.0
D050197	Atherosclerosis	50-28-2	Estradiol	0.0
D050197	Atherosclerosis	50-27-1	Estriol	0.0
D050197	Atherosclerosis	8056-51-7	Ethinyl Estradiol-Norgestrel Combination	0.0
D050197	Atherosclerosis	1135-24-6	ferulic acid	0.0
D050197	Atherosclerosis	93957-54-1	Fluvastatin	0.0
D050197	Atherosclerosis	25812-30-0	Gemfibrozil	0.0
D050197	Atherosclerosis	624-15-7	geraniol	0.0
D050197	Atherosclerosis	140703-51-1	hexarelin	0.0
D050197	Atherosclerosis	86-54-4	Hydralazine	0.0
D050197	Atherosclerosis	58-93-5	Hydrochlorothiazide	0.0
D050197	Atherosclerosis	138402-11-6	Irbesartan	0.0
D050197	Atherosclerosis	75695-93-1	Isradipine	0.0
D050197	Atherosclerosis	520-18-3	kaempferol	0.0
D050197	Atherosclerosis	114798-26-4	Losartan	0.0
D050197	Atherosclerosis	75330-75-5	Lovastatin	0.0
D050197	Atherosclerosis	4773-96-0	mangiferin	0.0
D050197	Atherosclerosis	37350-58-6	Metoprolol	0.0
D050197	Atherosclerosis	10118-90-8	Minocycline	0.0
D050197	Atherosclerosis	118414-82-7	MK-886	0.0
D050197	Atherosclerosis	17912-87-7	myricitrin	0.0
D050197	Atherosclerosis	465-65-6	Naloxone	0.0
D050197	Atherosclerosis	480-41-1	naringenin	0.0
D050197	Atherosclerosis	55985-32-5	Nicardipine	0.0
D050197	Atherosclerosis	21829-25-4	Nifedipine	0.0
D050197	Atherosclerosis	39562-70-4	Nitrendipine	0.0
D050197	Atherosclerosis	10102-43-9	Nitric Oxide	0.0
D050197	Atherosclerosis	96829-58-2	Orlistat	0.0
D050197	Atherosclerosis	7782-44-7	Oxygen	0.0
D050197	Atherosclerosis	311-45-5	Paraoxon	0.0
D050197	Atherosclerosis	6493-05-6	Pentoxifylline	0.0
D050197	Atherosclerosis	57-41-0	Phenytoin	0.0
D050197	Atherosclerosis	81093-37-0	Pravastatin	0.0
D050197	Atherosclerosis	95975-55-6	pregna-4,17-diene-3,16-dione	0.0
D050197	Atherosclerosis	23288-49-5	Probucol	0.0
D050197	Atherosclerosis	117-39-5	Quercetin	0.0
D050197	Atherosclerosis	87333-19-5	Ramipril	0.0
D050197	Atherosclerosis	69-72-7	Salicylic Acid	0.0
D050197	Atherosclerosis	86819-20-7	sarpogrelate	0.0
D050197	Atherosclerosis	79902-63-9	Simvastatin	0.0
D050197	Atherosclerosis	53123-88-9	Sirolimus	0.0
D050197	Atherosclerosis	16721-80-5	sodium bisulfide	0.0
D050197	Atherosclerosis	94497-51-5	tamibarotene	0.0
D050197	Atherosclerosis	10540-29-1	Tamoxifen	0.0
D050197	Atherosclerosis	568-73-0	tanshinone	0.0
D050197	Atherosclerosis	60-54-8	Tetracycline	0.0
D050197	Atherosclerosis	4670-05-7	theaflavin	0.0
D050197	Atherosclerosis	55142-85-3	Ticlopidine	0.0
D050197	Atherosclerosis	97322-87-7	Troglitazone	0.0
D050197	Atherosclerosis	7440-33-7	Tungsten	0.0
D050197	Atherosclerosis	1406-18-4	Vitamin E	0.0
D050197	Atherosclerosis	5119-48-2	withaferin A	0.0
D050197	Atherosclerosis	7440-66-6	Zinc	0.0
D001281	Atrial Fibrillation	94899-83-9	711389-S	0.0
D001281	Atrial Fibrillation	152-72-7	Acenocoumarol	0.0
D001281	Atrial Fibrillation	13655-52-2	Alprenolol	0.0
D001281	Atrial Fibrillation	1951-25-3	Amiodarone	0.0
D001281	Atrial Fibrillation	37640-71-4	Aprindine	0.0
D001281	Atrial Fibrillation	50-78-2	Aspirin	0.0
D001281	Atrial Fibrillation	51-55-8	Atropine	0.0
D001281	Atrial Fibrillation	86541-75-5	benazepril	0.0
D001281	Atrial Fibrillation	64706-54-3	Bepridil	0.0
D001281	Atrial Fibrillation	66722-44-9	Bisoprolol	0.0
D001281	Atrial Fibrillation	72956-09-3	Carvedilol	0.0
D001281	Atrial Fibrillation	53267-01-9	cifenline	0.0
D001281	Atrial Fibrillation	81103-11-9	Clarithromycin	0.0
D001281	Atrial Fibrillation	860-79-7	cyclovirobuxine D	0.0
D001281	Atrial Fibrillation	752-61-4	digitalin	0.0
D001281	Atrial Fibrillation	71-63-6	Digitoxin	0.0
D001281	Atrial Fibrillation	20830-75-5	Digoxin	0.0
D001281	Atrial Fibrillation	42399-41-7	Diltiazem	0.0
D001281	Atrial Fibrillation	3737-09-5	Disopyramide	0.0
D001281	Atrial Fibrillation	115256-11-6	dofetilide	0.0
D001281	Atrial Fibrillation	64-17-5	Ethanol	0.0
D001281	Atrial Fibrillation	54143-55-4	Flecainide	0.0
D001281	Atrial Fibrillation	957-56-2	fluindione	0.0
D001281	Atrial Fibrillation	54-31-9	Furosemide	0.0
D001281	Atrial Fibrillation	9005-49-6	Heparin	0.0
D001281	Atrial Fibrillation	130350-52-6	ibutilide	0.0
D001281	Atrial Fibrillation	138402-11-6	Irbesartan	0.0
D001281	Atrial Fibrillation	36894-69-6	Labetalol	0.0
D001281	Atrial Fibrillation	17575-22-3	lanatoside C	0.0
D001281	Atrial Fibrillation	7439-95-4	Magnesium	0.0
D001281	Atrial Fibrillation	30685-43-9	Medigoxin	0.0
D001281	Atrial Fibrillation	2921-57-5	Methylprednisolone Hemisuccinate	0.0
D001281	Atrial Fibrillation	37350-58-6	Metoprolol	0.0
D001281	Atrial Fibrillation	59467-70-8	Midazolam	0.0
D001281	Atrial Fibrillation	42200-33-9	Nadolol	0.0
D001281	Atrial Fibrillation	435-97-2	Phenprocoumon	0.0
D001281	Atrial Fibrillation	88069-49-2	pilsicainide	0.0
D001281	Atrial Fibrillation	51-06-9	Procainamide	0.0
D001281	Atrial Fibrillation	54063-53-5	Propafenone	0.0
D001281	Atrial Fibrillation	525-66-6	Propranolol	0.0
D001281	Atrial Fibrillation	56-54-2	Quinidine	0.0
D001281	Atrial Fibrillation	747-45-5	quinidine bisulfate	0.0
D001281	Atrial Fibrillation	79902-63-9	Simvastatin	0.0
D001281	Atrial Fibrillation	3930-20-9	Sotalol	0.0
D001281	Atrial Fibrillation	52-01-7	Spironolactone	0.0
D001281	Atrial Fibrillation	58694-52-3	tertiapin	0.0
D001281	Atrial Fibrillation	26839-75-8	Timolol	0.0
D001281	Atrial Fibrillation	616-68-2	Trimecaine	0.0
D001281	Atrial Fibrillation	52-53-9	Verapamil	0.0
D001281	Atrial Fibrillation	81-81-2	Warfarin	0.0
D001281	Atrial Fibrillation	81801-12-9	Xamoterol	0.0
D018880	Atrial Premature Complexes	71-63-6	Digitoxin	0.0
D018880	Atrial Premature Complexes	3737-09-5	Disopyramide	0.0
D054537	Atrioventricular Block	317-34-0	Aminophylline	0.0
D054537	Atrioventricular Block	51-55-8	Atropine	0.0
D054537	Atrioventricular Block	299-28-5	Calcium Gluconate	0.0
D054537	Atrioventricular Block	804-10-4	Chromonar	0.0
D054537	Atrioventricular Block	51-43-4	Epinephrine	0.0
D054537	Atrioventricular Block	7683-59-2	Isoproterenol	0.0
D054537	Atrioventricular Block	586-06-1	Metaproterenol	0.0
D054537	Atrioventricular Block	525-66-6	Propranolol	0.0
D054537	Atrioventricular Block	56-54-2	Quinidine	0.0
D054537	Atrioventricular Block	26652-09-5	Ritodrine	0.0
D001607	Berylliosis	53-03-2	Prednisone	0.0
D016535	Bronchial Hyperreactivity	616-91-1	Acetylcysteine	0.0
D016535	Bronchial Hyperreactivity	4419-39-0	Beclomethasone	0.0
D016535	Bronchial Hyperreactivity	51333-22-3	Budesonide	0.0
D016535	Bronchial Hyperreactivity	10596-23-3	Clodronic Acid	0.0
D016535	Bronchial Hyperreactivity	50-02-2	Dexamethasone	0.0
D016535	Bronchial Hyperreactivity	363-24-6	Dinoprostone	0.0
D016535	Bronchial Hyperreactivity	88107-10-2	LY 171883	0.0
D016535	Bronchial Hyperreactivity	16858-02-9	N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine	0.0
D016535	Bronchial Hyperreactivity	163251-41-0	PH 163	0.0
D016535	Bronchial Hyperreactivity	50-24-8	Prednisolone	0.0
D016535	Bronchial Hyperreactivity	23031-25-6	Terbutaline	0.0
D016535	Bronchial Hyperreactivity	132880-11-6	zileuton	0.0
D001987	Bronchiectasis	26787-78-0	Amoxicillin	0.0
D001987	Bronchiectasis	74011-58-8	Enoxacin	0.0
D001987	Bronchiectasis	443-48-1	Metronidazole	0.0
D001987	Bronchiectasis	70458-92-3	Pefloxacin	0.0
D001987	Bronchiectasis	32986-56-4	Tobramycin	0.0
D001991	Bronchitis	317-34-0	Aminophylline	0.0
D001991	Bronchitis	74469-00-4	Amoxicillin-Potassium Clavulanate Combination	0.0
D001991	Bronchitis	76610-84-9	cefbuperazone	0.0
D001991	Bronchitis	79350-37-1	Cefixime	0.0
D001991	Bronchitis	81103-11-9	Clarithromycin	0.0
D001991	Bronchitis	127-33-3	Demeclocycline	0.0
D001991	Bronchitis	564-25-0	Doxycycline	0.0
D001991	Bronchitis	74011-58-8	Enoxacin	0.0
D001991	Bronchitis	79660-72-3	Fleroxacin	0.0
D001991	Bronchitis	82419-36-1	Ofloxacin	0.0
D001991	Bronchitis	23031-25-6	Terbutaline	0.0
D001991	Bronchitis	60-54-8	Tetracycline	0.0
D001991	Bronchitis	58-55-9	Theophylline	0.0
D001991	Bronchitis	8064-90-2	Trimethoprim, Sulfamethoxazole Drug Combination	0.0
D029481	Bronchitis, Chronic	18559-94-9	Albuterol	0.0
D029481	Bronchitis, Chronic	317-34-0	Aminophylline	0.0
D029481	Bronchitis, Chronic	26787-78-0	Amoxicillin	0.0
D029481	Bronchitis, Chronic	74469-00-4	Amoxicillin-Potassium Clavulanate Combination	0.0
D029481	Bronchitis, Chronic	83905-01-5	Azithromycin	0.0
D029481	Bronchitis, Chronic	4419-39-0	Beclomethasone	0.0
D029481	Bronchitis, Chronic	64544-07-6	cefuroxime axetil	0.0
D029481	Bronchitis, Chronic	85721-33-1	Ciprofloxacin	0.0
D029481	Bronchitis, Chronic	81103-11-9	Clarithromycin	0.0
D029481	Bronchitis, Chronic	74011-58-8	Enoxacin	0.0
D029481	Bronchitis, Chronic	82419-36-1	Ofloxacin	0.0
D029481	Bronchitis, Chronic	70458-92-3	Pefloxacin	0.0
D029481	Bronchitis, Chronic	58-55-9	Theophylline	0.0
D053840	Brugada Syndrome	523-87-5	Dimenhydrinate	0.0
D002037	Bundle-Branch Block	51-41-2	Norepinephrine	0.0
D002177	Candidiasis	107767-55-5	1-(5-hydroxy-5-methylhexyl)-3-methylxanthine	0.0
D002177	Candidiasis	1397-89-3	Amphotericin B	0.0
D002177	Candidiasis	50906-56-4	arteannuin B	0.0
D002177	Candidiasis	29342-05-0	Ciclopirox	0.0
D002177	Candidiasis	106-23-0	citronellal	0.0
D002177	Candidiasis	23593-75-1	Clotrimazole	0.0
D002177	Candidiasis	97-77-8	Disulfiram	0.0
D002177	Candidiasis	86386-73-4	Fluconazole	0.0
D002177	Candidiasis	2022-85-7	Flucytosine	0.0
D002177	Candidiasis	624-15-7	geraniol	0.0
D002177	Candidiasis	52286-59-6	ginsenoside Re	0.0
D002177	Candidiasis	22427-39-0	ginsenoside Rg1	0.0
D002177	Candidiasis	84625-61-6	Itraconazole	0.0
D002177	Candidiasis	65277-42-1	Ketoconazole	0.0
D002177	Candidiasis	22916-47-8	Miconazole	0.0
D006332	Cardiomegaly	362-07-2	2-Methoxyestradiol	0.0
D006332	Cardiomegaly	1948-33-0	2-tert-butylhydroquinone	0.0
D006332	Cardiomegaly	4339-71-3	3,3',4,5'-tetrahydroxystilbene	0.0
D006332	Cardiomegaly	484-20-8	5-Methoxypsoralen	0.0
D006332	Cardiomegaly	93-35-6	7-hydroxycoumarin	0.0
D006332	Cardiomegaly	3031-94-5	AICA ribonucleotide	0.0
D006332	Cardiomegaly	645-88-5	Aminooxyacetic Acid	0.0
D006332	Cardiomegaly	1951-25-3	Amiodarone	0.0
D006332	Cardiomegaly	88150-42-9	Amlodipine	0.0
D006332	Cardiomegaly	104-46-1	anethole	0.0
D006332	Cardiomegaly	29122-68-7	Atenolol	0.0
D006332	Cardiomegaly	64706-54-3	Bepridil	0.0
D006332	Cardiomegaly	32222-06-3	Calcitriol	0.0
D006332	Cardiomegaly	139481-59-7	candesartan	0.0
D006332	Cardiomegaly	145040-37-5	candesartan cilexetil	0.0
D006332	Cardiomegaly	72956-09-3	Carvedilol	0.0
D006332	Cardiomegaly	327-97-9	Chlorogenic Acid	0.0
D006332	Cardiomegaly	77-36-1	Chlorthalidone	0.0
D006332	Cardiomegaly	480-40-0	chrysin	0.0
D006332	Cardiomegaly	92077-78-6	Cilazapril	0.0
D006332	Cardiomegaly	132203-70-4	cilnidipine	0.0
D006332	Cardiomegaly	14325-03-2	cobaltiprotoporphyrin	0.0
D006332	Cardiomegaly	7440-50-8	Copper	0.0
D006332	Cardiomegaly	23094-69-1	corilagin	0.0
D006332	Cardiomegaly	42553-65-1	crocin	0.0
D006332	Cardiomegaly	15826-37-6	Cromolyn Sodium	0.0
D006332	Cardiomegaly	458-37-7	Curcumin	0.0
D006332	Cardiomegaly	364-98-7	Diazoxide	0.0
D006332	Cardiomegaly	71-63-6	Digitoxin	0.0
D006332	Cardiomegaly	120011-70-3	Donepezil	0.0
D006332	Cardiomegaly	74191-85-8	Doxazosin	0.0
D006332	Cardiomegaly	564-25-0	Doxycycline	0.0
D006332	Cardiomegaly	75847-73-3	Enalapril	0.0
D006332	Cardiomegaly	84680-54-6	Enalaprilat	0.0
D006332	Cardiomegaly	54910-89-3	Fluoxetine	0.0
D006332	Cardiomegaly	98048-97-6	Fosinopril	0.0
D006332	Cardiomegaly	624-15-7	geraniol	0.0
D006332	Cardiomegaly	100438-92-4	heme arginate	0.0
D006332	Cardiomegaly	520-26-3	Hesperidin	0.0
D006332	Cardiomegaly	86-54-4	Hydralazine	0.0
D006332	Cardiomegaly	143494-72-8	ICI D8731	0.0
D006332	Cardiomegaly	54-92-2	Iproniazid	0.0
D006332	Cardiomegaly	138402-11-6	Irbesartan	0.0
D006332	Cardiomegaly	34580-13-7	Ketotifen	0.0
D006332	Cardiomegaly	83915-83-7	Lisinopril	0.0
D006332	Cardiomegaly	114798-26-4	Losartan	0.0
D006332	Cardiomegaly	127-40-2	Lutein	0.0
D006332	Cardiomegaly	73-31-4	Melatonin	0.0
D006332	Cardiomegaly	657-24-9	Metformin	0.0
D006332	Cardiomegaly	554-57-4	Methazolamide	0.0
D006332	Cardiomegaly	60-56-0	Methimazole	0.0
D006332	Cardiomegaly	83-43-2	Methylprednisolone	0.0
D006332	Cardiomegaly	116644-53-2	Mibefradil	0.0
D006332	Cardiomegaly	123653-11-2	N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	0.0
D006332	Cardiomegaly	120008-53-9	N-(8-amino-1-carboxyoctyl)-alanyl-proline	0.0
D006332	Cardiomegaly	10236-47-2	naringin	0.0
D006332	Cardiomegaly	59-99-4	Neostigmine	0.0
D006332	Cardiomegaly	21829-25-4	Nifedipine	0.0
D006332	Cardiomegaly	63675-72-9	Nisoldipine	0.0
D006332	Cardiomegaly	39562-70-4	Nitrendipine	0.0
D006332	Cardiomegaly	32619-42-4	oleuropein	0.0
D006332	Cardiomegaly	6452-71-7	Oxprenolol	0.0
D006332	Cardiomegaly	82834-16-0	Perindopril	0.0
D006332	Cardiomegaly	51-71-8	Phenelzine	0.0
D006332	Cardiomegaly	92-13-7	Pilocarpine	0.0
D006332	Cardiomegaly	74150-27-9	pimobendan	0.0
D006332	Cardiomegaly	53179-13-8	pirfenidone	0.0
D006332	Cardiomegaly	104777-68-6	plantamajoside	0.0
D006332	Cardiomegaly	58479-68-8	platycodin D	0.0
D006332	Cardiomegaly	65914-17-2	polydatin	0.0
D006332	Cardiomegaly	81093-37-0	Pravastatin	0.0
D006332	Cardiomegaly	23288-49-5	Probucol	0.0
D006332	Cardiomegaly	135467-92-4	prolinedithiocarbamate	0.0
D006332	Cardiomegaly	525-66-6	Propranolol	0.0
D006332	Cardiomegaly	7187-62-4	pyrvinium	0.0
D006332	Cardiomegaly	117-39-5	Quercetin	0.0
D006332	Cardiomegaly	82586-55-8	Quinapril	0.0
D006332	Cardiomegaly	153-18-4	Rutin	0.0
D006332	Cardiomegaly	86819-20-7	sarpogrelate	0.0
D006332	Cardiomegaly	131741-08-7	Simendan	0.0
D006332	Cardiomegaly	79902-63-9	Simvastatin	0.0
D006332	Cardiomegaly	530-59-6	sinapinic acid	0.0
D006332	Cardiomegaly	53123-88-9	Sirolimus	0.0
D006332	Cardiomegaly	52-01-7	Spironolactone	0.0
D006332	Cardiomegaly	109581-93-3	Tacrolimus	0.0
D006332	Cardiomegaly	110221-44-8	temocapril hydrochloride	0.0
D006332	Cardiomegaly	2226-96-2	tempol	0.0
D006332	Cardiomegaly	302-79-4	Tretinoin	0.0
D006332	Cardiomegaly	112-24-3	Trientine	0.0
D006332	Cardiomegaly	52-53-9	Verapamil	0.0
D006332	Cardiomegaly	1406-18-4	Vitamin E	0.0
D009202	Cardiomyopathies	490-79-9	2,5-dihydroxybenzoic acid	0.0
D009202	Cardiomyopathies	130603-71-3	4(G)-alpha-glucopyranosyl-rutin	0.0
D009202	Cardiomyopathies	3317-61-1	5,5-dimethyl-1-pyrroline-1-oxide	0.0
D009202	Cardiomyopathies	56305-04-5	6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid	0.0
D009202	Cardiomyopathies	14992-62-2	Acetylcarnitine	0.0
D009202	Cardiomyopathies	616-91-1	Acetylcysteine	0.0
D009202	Cardiomyopathies	58-61-7	Adenosine	0.0
D009202	Cardiomyopathies	20537-88-6	Amifostine	0.0
D009202	Cardiomyopathies	1951-25-3	Amiodarone	0.0
D009202	Cardiomyopathies	83200-10-6	anipamil	0.0
D009202	Cardiomyopathies	520-36-5	Apigenin	0.0
D009202	Cardiomyopathies	50-81-7	Ascorbic Acid	0.0
D009202	Cardiomyopathies	66722-44-9	Bisoprolol	0.0
D009202	Cardiomyopathies	11113-50-1	boric acid	0.0
D009202	Cardiomyopathies	128-37-0	Butylated Hydroxytoluene	0.0
D009202	Cardiomyopathies	7440-70-2	Calcium	0.0
D009202	Cardiomyopathies	139481-59-7	candesartan	0.0
D009202	Cardiomyopathies	630-08-0	Carbon Monoxide	0.0
D009202	Cardiomyopathies	72956-09-3	Carvedilol	0.0
D009202	Cardiomyopathies	92077-78-6	Cilazapril	0.0
D009202	Cardiomyopathies	111659-76-8	clentiazem	0.0
D009202	Cardiomyopathies	6903-79-3	creatinol phosphate	0.0
D009202	Cardiomyopathies	42553-65-1	crocin	0.0
D009202	Cardiomyopathies	15826-37-6	Cromolyn Sodium	0.0
D009202	Cardiomyopathies	458-37-7	Curcumin	0.0
D009202	Cardiomyopathies	59865-13-3	Cyclosporine	0.0
D009202	Cardiomyopathies	7261-97-4	Dantrolene	0.0
D009202	Cardiomyopathies	20830-81-3	Daunorubicin	0.0
D009202	Cardiomyopathies	30652-11-0	Deferiprone	0.0
D009202	Cardiomyopathies	70-51-9	Deferoxamine	0.0
D009202	Cardiomyopathies	50-02-2	Dexamethasone	0.0
D009202	Cardiomyopathies	2050-87-5	diallyl trisulfide	0.0
D009202	Cardiomyopathies	20830-75-5	Digoxin	0.0
D009202	Cardiomyopathies	42399-41-7	Diltiazem	0.0
D009202	Cardiomyopathies	34368-04-2	Dobutamine	0.0
D009202	Cardiomyopathies	60940-34-3	ebselen	0.0
D009202	Cardiomyopathies	75847-73-3	Enalapril	0.0
D009202	Cardiomyopathies	84680-54-6	Enalaprilat	0.0
D009202	Cardiomyopathies	51-43-4	Epinephrine	0.0
D009202	Cardiomyopathies	84611-23-4	erdosteine	0.0
D009202	Cardiomyopathies	1135-24-6	ferulic acid	0.0
D009202	Cardiomyopathies	93957-54-1	Fluvastatin	0.0
D009202	Cardiomyopathies	59-30-3	Folic Acid	0.0
D009202	Cardiomyopathies	488-69-7	fructose-1,6-diphosphate	0.0
D009202	Cardiomyopathies	624-15-7	geraniol	0.0
D009202	Cardiomyopathies	70-18-8	Glutathione	0.0
D009202	Cardiomyopathies	78919-13-8	Iloprost	0.0
D009202	Cardiomyopathies	700-06-1	indole-3-carbinol	0.0
D009202	Cardiomyopathies	58-63-9	Inosine	0.0
D009202	Cardiomyopathies	7683-59-2	Isoproterenol	0.0
D009202	Cardiomyopathies	520-18-3	kaempferol	0.0
D009202	Cardiomyopathies	22071-15-4	Ketoprofen	0.0
D009202	Cardiomyopathies	545-47-1	lupeol	0.0
D009202	Cardiomyopathies	491-70-3	Luteolin	0.0
D009202	Cardiomyopathies	6147-11-1	mangostin	0.0
D009202	Cardiomyopathies	73-31-4	Melatonin	0.0
D009202	Cardiomyopathies	60-56-0	Methimazole	0.0
D009202	Cardiomyopathies	83-43-2	Methylprednisolone	0.0
D009202	Cardiomyopathies	37350-58-6	Metoprolol	0.0
D009202	Cardiomyopathies	98983-21-2	N-benzyladriamycin-14-valerate	0.0
D009202	Cardiomyopathies	480-41-1	naringenin	0.0
D009202	Cardiomyopathies	10102-43-9	Nitric Oxide	0.0
D009202	Cardiomyopathies	6493-05-6	Pentoxifylline	0.0
D009202	Cardiomyopathies	3376-24-7	phenyl-N-tert-butylnitrone	0.0
D009202	Cardiomyopathies	79-17-4	pimagedine	0.0
D009202	Cardiomyopathies	35080-11-6	Prajmaline	0.0
D009202	Cardiomyopathies	19216-56-9	Prazosin	0.0
D009202	Cardiomyopathies	53-03-2	Prednisone	0.0
D009202	Cardiomyopathies	23288-49-5	Probucol	0.0
D009202	Cardiomyopathies	17298-37-2	propionylcarnitine	0.0
D009202	Cardiomyopathies	9009-62-5	Propolis	0.0
D009202	Cardiomyopathies	525-66-6	Propranolol	0.0
D009202	Cardiomyopathies	85-87-0	Pyridoxamine	0.0
D009202	Cardiomyopathies	25769-03-3	pyrrolidine dithiocarbamic acid	0.0
D009202	Cardiomyopathies	117-39-5	Quercetin	0.0
D009202	Cardiomyopathies	87333-19-5	Ramipril	0.0
D009202	Cardiomyopathies	21416-87-5	Razoxane	0.0
D009202	Cardiomyopathies	158681-13-1	Rimonabant	0.0
D009202	Cardiomyopathies	61413-54-5	Rolipram	0.0
D009202	Cardiomyopathies	10102-18-8	Sodium Selenite	0.0
D009202	Cardiomyopathies	52-01-7	Spironolactone	0.0
D009202	Cardiomyopathies	69659-80-9	tanshinone II A sodium sulfonate	0.0
D009202	Cardiomyopathies	107-35-7	Taurine	0.0
D009202	Cardiomyopathies	110221-44-8	temocapril hydrochloride	0.0
D009202	Cardiomyopathies	16330-92-0	tetrathiomolybdate	0.0
D009202	Cardiomyopathies	58-55-9	Theophylline	0.0
D009202	Cardiomyopathies	59-43-8	Thiamine	0.0
D009202	Cardiomyopathies	5011-34-7	Trimetazidine	0.0
D009202	Cardiomyopathies	52-53-9	Verapamil	0.0
D009202	Cardiomyopathies	11103-57-4	Vitamin A	0.0
D009202	Cardiomyopathies	81-81-2	Warfarin	0.0
D002310	Cardiomyopathy, Alcoholic	498-02-2	acetovanillone	0.0
D002310	Cardiomyopathy, Alcoholic	72956-09-3	Carvedilol	0.0
D002310	Cardiomyopathy, Alcoholic	70649-54-6	tetrakis(N-methyl-4-pyridiniumyl)porphine manganese(III) complex	0.0
D002310	Cardiomyopathy, Alcoholic	69-93-2	Uric Acid	0.0
D002311	Cardiomyopathy, Dilated	1951-25-3	Amiodarone	0.0
D002311	Cardiomyopathy, Dilated	29122-68-7	Atenolol	0.0
D002311	Cardiomyopathy, Dilated	446-86-6	Azathioprine	0.0
D002311	Cardiomyopathy, Dilated	86541-75-5	benazepril	0.0
D002311	Cardiomyopathy, Dilated	12794-10-4	Benzodiazepines	0.0
D002311	Cardiomyopathy, Dilated	145040-37-5	candesartan cilexetil	0.0
D002311	Cardiomyopathy, Dilated	72956-09-3	Carvedilol	0.0
D002311	Cardiomyopathy, Dilated	73384-59-5	Ceftriaxone	0.0
D002311	Cardiomyopathy, Dilated	20830-75-5	Digoxin	0.0
D002311	Cardiomyopathy, Dilated	484-23-1	Dihydralazine	0.0
D002311	Cardiomyopathy, Dilated	58-32-2	Dipyridamole	0.0
D002311	Cardiomyopathy, Dilated	34368-04-2	Dobutamine	0.0
D002311	Cardiomyopathy, Dilated	75847-73-3	Enalapril	0.0
D002311	Cardiomyopathy, Dilated	77671-31-9	Enoximone	0.0
D002311	Cardiomyopathy, Dilated	64-17-5	Ethanol	0.0
D002311	Cardiomyopathy, Dilated	103745-39-7	fasudil	0.0
D002311	Cardiomyopathy, Dilated	54-31-9	Furosemide	0.0
D002311	Cardiomyopathy, Dilated	86-54-4	Hydralazine	0.0
D002311	Cardiomyopathy, Dilated	24697-74-3	leonurine	0.0
D002311	Cardiomyopathy, Dilated	114798-26-4	Losartan	0.0
D002311	Cardiomyopathy, Dilated	37350-58-6	Metoprolol	0.0
D002311	Cardiomyopathy, Dilated	57-27-2	Morphine	0.0
D002311	Cardiomyopathy, Dilated	21829-25-4	Nifedipine	0.0
D002311	Cardiomyopathy, Dilated	74150-27-9	pimobendan	0.0
D002311	Cardiomyopathy, Dilated	53-03-2	Prednisone	0.0
D002311	Cardiomyopathy, Dilated	87333-19-5	Ramipril	0.0
D002311	Cardiomyopathy, Dilated	52-01-7	Spironolactone	0.0
D002311	Cardiomyopathy, Dilated	56211-40-6	Torsemide	0.0
D002312	Cardiomyopathy, Hypertrophic	56180-94-0	Acarbose	0.0
D002312	Cardiomyopathy, Hypertrophic	1951-25-3	Amiodarone	0.0
D002312	Cardiomyopathy, Hypertrophic	139481-59-7	candesartan	0.0
D002312	Cardiomyopathy, Hypertrophic	72956-09-3	Carvedilol	0.0
D002312	Cardiomyopathy, Hypertrophic	7440-50-8	Copper	0.0
D002312	Cardiomyopathy, Hypertrophic	458-37-7	Curcumin	0.0
D002312	Cardiomyopathy, Hypertrophic	42399-41-7	Diltiazem	0.0
D002312	Cardiomyopathy, Hypertrophic	3737-09-5	Disopyramide	0.0
D002312	Cardiomyopathy, Hypertrophic	34368-04-2	Dobutamine	0.0
D002312	Cardiomyopathy, Hypertrophic	25167-62-8	Docosahexaenoic Acids	0.0
D002312	Cardiomyopathy, Hypertrophic	989-51-5	epigallocatechin gallate	0.0
D002312	Cardiomyopathy, Hypertrophic	75695-93-1	Isradipine	0.0
D002312	Cardiomyopathy, Hypertrophic	114798-26-4	Losartan	0.0
D002312	Cardiomyopathy, Hypertrophic	555-30-6	Methyldopa	0.0
D002312	Cardiomyopathy, Hypertrophic	37350-58-6	Metoprolol	0.0
D002312	Cardiomyopathy, Hypertrophic	21829-25-4	Nifedipine	0.0
D002312	Cardiomyopathy, Hypertrophic	525-66-6	Propranolol	0.0
D002312	Cardiomyopathy, Hypertrophic	117-39-5	Quercetin	0.0
D002312	Cardiomyopathy, Hypertrophic	82586-55-8	Quinapril	0.0
D002312	Cardiomyopathy, Hypertrophic	87333-19-5	Ramipril	0.0
D002312	Cardiomyopathy, Hypertrophic	57-96-5	Sulfinpyrazone	0.0
D002312	Cardiomyopathy, Hypertrophic	52-53-9	Verapamil	0.0
D018376	Cardiovascular Abnormalities	29347-89-5	5,6,7,8-tetrahydrofolic acid	0.0
D018376	Cardiovascular Abnormalities	616-91-1	Acetylcysteine	0.0
D018376	Cardiovascular Abnormalities	50-81-7	Ascorbic Acid	0.0
D018376	Cardiovascular Abnormalities	59-30-3	Folic Acid	0.0
D018376	Cardiovascular Abnormalities	36062-04-1	tetrahydrocurcumin	0.0
D018376	Cardiovascular Abnormalities	1406-18-4	Vitamin E	0.0
D002805	Chondrocalcinosis	53-86-1	Indomethacin	0.0
